"Format","MoTeC CSV",,,"Workbook","Samples"
"Venue","Interlagos",,,"Worksheet","Graph"
"Vehicle","SupV8: Calvin Klos #10",,,"Vehicle Desc","SupV8: Calvin Klos #10"
"Driver","Joao Guilherme",,,"Engine ID",""
"Device","ADL"
"Comment","(Exported from rFactor Data Acquisition Plugin v1.3.2.0)",,,"Session",""
"Log Date","21/03/2020",,,"Origin Time","0.000","s"
"Log Time","01:18",,,"Start Time","0.000","s"
"Sample Rate","102.400","Hz",,"End Time","318.896","s"
"Duration","318.896","s",,"Start Distance","0","m"
"Range","entire outing",,,"End Distance","11163","m"

"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"Time","Distance","Engine RPM","Corr Speed","Throttle Pos","G Force Lat","G Force Long"
"s","m","rpm","km/h","%","G","G"


"4.023","12","1976","28.0","19.84","0.411","-0.193"
"4.033","12","1981","28.1","19.84","0.410","-0.193"
"4.043","13","1986","28.2","19.84","0.410","-0.193"
"4.053","13","1991","28.3","19.84","0.409","-0.193"
"4.063","13","1996","28.3","19.84","0.409","-0.193"
"4.072","13","2001","28.4","19.84","0.410","-0.192"
"4.082","13","2006","28.5","19.84","0.410","-0.192"
"4.092","13","2011","28.6","19.84","0.411","-0.191"
"4.102","13","2017","28.7","19.84","0.411","-0.191"
"4.111","13","2022","28.7","19.84","0.409","-0.191"
"4.121","13","2027","28.8","19.84","0.407","-0.192"
"4.131","13","2032","28.9","19.84","0.406","-0.191"
"4.141","13","2037","29.0","19.84","0.406","-0.191"
"4.150","13","2042","29.1","19.84","0.406","-0.191"
"4.160","13","2047","29.1","19.84","0.406","-0.190"
"4.170","14","2052","29.2","19.84","0.405","-0.190"
"4.180","14","2057","29.3","19.84","0.404","-0.190"
"4.189","14","2062","29.4","19.84","0.403","-0.190"
"4.199","14","2067","29.5","19.84","0.400","-0.191"
"4.209","14","2072","29.5","19.84","0.401","-0.190"
"4.219","14","2077","29.6","19.84","0.395","-0.191"
"4.229","14","2082","29.7","19.84","0.395","-0.191"
"4.238","14","2087","29.8","19.84","0.393","-0.191"
"4.248","14","2092","29.8","19.84","0.391","-0.191"
"4.258","14","2097","29.9","19.84","0.389","-0.191"
"4.268","14","2102","30.0","19.84","0.386","-0.192"
"4.277","14","2106","30.1","19.84","0.382","-0.193"
"4.287","14","2111","30.2","19.84","0.379","-0.193"
"4.297","15","2116","30.2","19.84","0.378","-0.193"
"4.307","15","2120","30.3","19.84","0.376","-0.193"
"4.316","15","2125","30.4","19.84","0.373","-0.193"
"4.326","15","2130","30.5","19.84","0.370","-0.193"
"4.336","15","2135","30.6","19.84","0.366","-0.193"
"4.346","15","2139","30.6","19.84","0.362","-0.193"
"4.355","15","2144","30.7","19.84","0.361","-0.193"
"4.365","15","2149","30.8","19.84","0.357","-0.193"
"4.375","15","2153","30.9","19.84","0.355","-0.193"
"4.385","15","2158","30.9","19.84","0.353","-0.192"
"4.395","15","2163","31.0","19.84","0.351","-0.193"
"4.404","15","2167","31.1","19.84","0.346","-0.195"
"4.414","16","2172","31.2","19.84","0.340","-0.196"
"4.424","16","2177","31.2","19.84","0.334","-0.197"
"4.434","16","2181","31.3","19.84","0.329","-0.197"
"4.443","16","2186","31.4","19.84","0.331","-0.195"
"4.453","16","2190","31.5","19.84","0.319","-0.198"
"4.463","16","2195","31.6","19.84","0.311","-0.200"
"4.473","16","2199","31.6","19.84","0.308","-0.200"
"4.482","16","2204","31.7","19.84","0.301","-0.200"
"4.492","16","2208","31.8","19.84","0.293","-0.200"
"4.502","16","2213","31.9","19.84","0.295","-0.199"
"4.512","16","2217","31.9","19.84","0.310","-0.196"
"4.521","17","2222","32.0","19.84","0.305","-0.196"
"4.531","17","2227","32.1","19.84","0.305","-0.195"
"4.541","17","2232","32.2","19.84","0.307","-0.193"
"4.551","17","2237","32.2","19.84","0.310","-0.192"
"4.561","17","2243","32.3","19.84","0.314","-0.191"
"4.570","17","2248","32.4","19.84","0.319","-0.189"
"4.580","17","2253","32.5","19.84","0.326","-0.188"
"4.590","17","2259","32.5","19.84","0.331","-0.187"
"4.600","17","2264","32.6","19.84","0.337","-0.186"
"4.609","17","2270","32.7","19.84","0.342","-0.185"
"4.619","17","2275","32.8","19.84","0.345","-0.185"
"4.629","17","2280","32.8","19.84","0.346","-0.185"
"4.639","18","2286","32.9","19.84","0.346","-0.186"
"4.648","18","2291","33.0","19.84","0.345","-0.186"
"4.658","18","2295","33.0","19.84","0.338","-0.188"
"4.668","18","2300","33.1","19.84","0.345","-0.187"
"4.678","18","2305","33.2","19.84","0.393","-0.178"
"4.688","18","2310","33.3","19.84","0.386","-0.178"
"4.697","18","2315","33.3","19.84","0.386","-0.176"
"4.707","18","2321","33.4","19.84","0.388","-0.176"
"4.717","18","2326","33.5","19.84","0.390","-0.175"
"4.727","18","2331","33.5","19.84","0.393","-0.176"
"4.736","18","2336","33.6","19.84","0.396","-0.177"
"4.746","19","2341","33.7","19.84","0.399","-0.175"
"4.756","19","2346","33.7","19.84","0.400","-0.173"
"4.766","19","2351","33.8","19.84","0.401","-0.174"
"4.775","19","2355","33.9","19.84","0.401","-0.179"
"4.785","19","2359","34.0","19.84","0.398","-0.177"
"4.795","19","2364","34.0","19.84","0.396","-0.173"
"4.805","19","2369","34.1","19.84","0.393","-0.174"
"4.814","19","2374","34.2","19.84","0.389","-0.178"
"4.824","19","2378","34.2","19.84","0.384","-0.180"
"4.834","19","2382","34.3","19.84","0.380","-0.177"
"4.844","19","2386","34.4","19.84","0.374","-0.174"
"4.854","20","2390","34.4","19.84","0.367","-0.181"
"4.863","20","2394","34.5","19.84","0.358","-0.184"
"4.873","20","2397","34.6","19.84","0.350","-0.185"
"4.883","20","2401","34.6","19.84","0.342","-0.184"
"4.893","20","2405","34.7","19.84","0.335","-0.184"
"4.902","20","2408","34.8","19.97","0.329","-0.186"
"4.912","20","2412","34.9","20.24","0.325","-0.189"
"4.922","20","2416","34.9","20.24","0.321","-0.190"
"4.932","20","2420","35.0","20.24","0.317","-0.191"
"4.941","20","2424","35.1","20.24","0.319","-0.189"
"4.951","21","2428","35.2","20.24","0.318","-0.189"
"4.961","21","2432","35.2","20.24","0.318","-0.189"
"4.971","21","2436","35.3","20.24","0.319","-0.188"
"4.980","21","2440","35.4","20.24","0.320","-0.187"
"4.990","21","2444","35.4","20.33","0.323","-0.187"
"5.000","21","2449","35.5","20.63","0.325","-0.191"
"5.010","21","2454","35.6","20.63","0.325","-0.192"
"5.020","21","2458","35.7","20.63","0.324","-0.191"
"5.029","21","2462","35.7","20.63","0.328","-0.190"
"5.039","21","2466","35.8","20.63","0.332","-0.191"
"5.049","21","2471","35.9","20.63","0.328","-0.191"
"5.059","22","2475","36.0","20.63","0.321","-0.190"
"5.068","22","2479","36.0","20.63","0.315","-0.189"
"5.078","22","2483","36.1","20.63","0.311","-0.190"
"5.088","22","2487","36.2","20.65","0.300","-0.191"
"5.098","22","2492","36.2","21.00","0.359","-0.185"
"5.107","22","2497","36.3","21.03","0.352","-0.186"
"5.117","22","2502","36.4","21.03","0.347","-0.187"
"5.127","22","2507","36.4","21.03","0.347","-0.187"
"5.137","22","2512","36.5","21.17","0.348","-0.188"
"5.146","22","2517","36.6","21.46","0.349","-0.190"
"5.156","23","2522","36.7","21.86","0.349","-0.195"
"5.166","23","2529","36.7","22.78","0.347","-0.205"
"5.176","23","2536","36.8","23.37","0.343","-0.218"
"5.186","23","2542","36.9","23.73","0.384","-0.221"
"5.195","23","2548","37.0","23.81","0.369","-0.230"
"5.205","23","2554","37.1","24.04","0.348","-0.237"
"5.215","23","2560","37.2","24.40","0.335","-0.242"
"5.225","23","2566","37.3","24.76","0.322","-0.249"
"5.234","23","2572","37.3","25.08","0.307","-0.259"
"5.244","23","2578","37.4","25.40","0.293","-0.267"
"5.254","24","2584","37.5","25.40","0.285","-0.270"
"5.264","24","2589","37.6","25.40","0.269","-0.274"
"5.273","24","2595","37.7","25.98","0.253","-0.284"
"5.283","24","2601","37.8","26.88","0.237","-0.295"
"5.293","24","2608","38.0","27.54","0.220","-0.307"
"5.303","24","2615","38.1","27.92","0.204","-0.318"
"5.313","24","2623","38.2","28.37","0.190","-0.329"
"5.322","24","2630","38.3","29.11","0.178","-0.340"
"5.332","24","2637","38.4","30.11","0.154","-0.352"
"5.342","25","2646","38.5","30.15","0.147","-0.361"
"5.352","25","2653","38.7","30.60","0.134","-0.369"
"5.361","25","2662","38.8","31.38","0.121","-0.381"
"5.371","25","2670","38.9","31.74","0.114","-0.392"
"5.381","25","2678","39.1","32.20","0.105","-0.399"
"5.391","25","2687","39.2","32.91","0.093","-0.404"
"5.400","25","2697","39.3","33.00","0.090","-0.409"
"5.410","25","2706","39.5","33.33","0.084","-0.408"
"5.420","25","2718","39.6","33.33","0.137","-0.391"
"5.430","25","2732","39.8","33.65","0.139","-0.380"
"5.439","26","2745","39.9","34.00","0.121","-0.419"
"5.449","26","2755","40.1","34.35","0.119","-0.439"
"5.459","26","2763","40.2","34.69","0.126","-0.441"
"5.469","26","2771","40.4","35.16","0.132","-0.443"
"5.479","26","2781","40.5","35.79","0.139","-0.439"
"5.488","26","2793","40.7","36.16","0.146","-0.427"
"5.498","26","2808","40.8","36.86","0.151","-0.421"
"5.508","26","2824","41.0","37.23","0.130","-0.474"
"5.518","26","2833","41.1","37.58","0.134","-0.480"
"5.527","27","2841","41.3","37.74","0.136","-0.476"
"5.537","27","2851","41.5","38.41","0.137","-0.475"
"5.547","27","2863","41.6","39.44","0.140","-0.472"
"5.557","27","2878","41.8","40.15","0.142","-0.467"
"5.566","27","2895","42.0","40.78","0.140","-0.466"
"5.576","27","2913","42.1","41.64","0.124","-0.513"
"5.586","27","2923","42.3","42.65","0.138","-0.535"
"5.596","27","2933","42.5","43.67","0.136","-0.539"
"5.605","27","2945","42.7","44.99","0.131","-0.539"
"5.615","28","2959","42.9","46.60","0.129","-0.540"
"5.625","28","2977","43.0","47.90","0.127","-0.540"
"5.635","28","2995","43.2","48.66","0.123","-0.554"
"5.645","28","3010","43.4","49.50","0.116","-0.598"
"5.654","28","3023","43.6","50.01","0.111","-0.595"
"5.664","28","3037","43.8","51.12","0.108","-0.597"
"5.674","28","3054","44.1","52.09","0.107","-0.588"
"5.684","28","3074","44.3","52.85","0.107","-0.578"
"5.693","29","3095","44.5","53.94","0.112","-0.619"
"5.703","29","3112","44.7","55.16","0.114","-0.655"
"5.713","29","3125","44.9","56.21","0.109","-0.646"
"5.723","29","3140","45.1","57.28","0.108","-0.644"
"5.732","29","3157","45.3","58.31","0.108","-0.634"
"5.742","29","3177","45.6","60.21","0.136","-0.625"
"5.752","29","3197","45.8","61.62","0.127","-0.654"
"5.762","29","3215","46.0","62.74","0.120","-0.658"
"5.771","30","3233","46.2","63.43","0.117","-0.652"
"5.781","30","3253","46.5","64.01","0.116","-0.647"
"5.791","30","3273","46.7","64.81","0.116","-0.650"
"5.801","30","3294","46.9","65.75","0.111","-0.664"
"5.811","30","3313","47.1","66.49","0.104","-0.655"
"5.820","30","3334","47.4","67.52","0.108","-0.663"
"5.830","30","3353","47.6","67.58","0.109","-0.671"
"5.840","30","3371","47.8","68.49","0.108","-0.677"
"5.850","31","3389","48.1","69.35","0.106","-0.681"
"5.859","31","3407","48.3","70.18","0.103","-0.685"
"5.869","31","3425","48.5","71.29","0.099","-0.688"
"5.879","31","3443","48.8","72.67","0.097","-0.691"
"5.889","31","3461","49.0","73.97","0.094","-0.693"
"5.898","31","3479","49.3","75.36","0.088","-0.696"
"5.908","31","3498","49.5","76.88","0.087","-0.699"
"5.918","31","3516","49.7","78.45","0.084","-0.702"
"5.928","32","3534","50.0","79.64","0.080","-0.704"
"5.938","32","3553","50.2","80.66","0.076","-0.707"
"5.947","32","3571","50.5","81.71","0.073","-0.709"
"5.957","32","3590","50.7","82.66","0.069","-0.711"
"5.967","32","3608","51.0","83.30","0.066","-0.713"
"5.977","32","3627","51.2","83.97","0.063","-0.715"
"5.986","32","3645","51.5","84.56","0.061","-0.717"
"5.996","33","3663","51.7","85.17","0.060","-0.719"
"6.006","33","3682","51.9","86.10","0.058","-0.721"
"6.016","33","3701","52.2","87.31","0.057","-0.723"
"6.025","33","3719","52.4","88.77","0.057","-0.725"
"6.035","33","3738","52.7","90.19","0.056","-0.728"
"6.045","33","3757","53.0","91.19","0.056","-0.730"
"6.055","33","3776","53.2","92.46","0.055","-0.732"
"6.064","34","3795","53.5","93.06","0.055","-0.735"
"6.074","34","3814","53.7","93.97","0.054","-0.737"
"6.084","34","3833","54.0","94.69","0.054","-0.739"
"6.094","34","3852","54.2","94.92","0.053","-0.741"
"6.104","34","3870","54.5","95.09","0.054","-0.744"
"6.113","34","3889","54.7","95.45","0.054","-0.746"
"6.123","34","3908","55.0","95.83","0.055","-0.747"
"6.133","35","3927","55.3","96.09","0.054","-0.749"
"6.143","35","3946","55.5","96.09","0.054","-0.751"
"6.152","35","3965","55.8","96.74","0.054","-0.752"
"6.162","35","3984","56.0","97.15","0.052","-0.754"
"6.172","35","4003","56.3","97.82","0.050","-0.755"
"6.182","35","4023","56.6","99.05","0.048","-0.757"
"6.191","36","4042","56.8","100.00","0.045","-0.758"
"6.201","36","4062","57.1","100.00","0.043","-0.760"
"6.211","36","4082","57.3","100.00","0.042","-0.761"
"6.221","36","4101","57.6","100.00","0.043","-0.762"
"6.230","36","4121","57.9","100.00","0.044","-0.763"
"6.240","36","4141","58.1","100.00","0.045","-0.764"
"6.250","36","4161","58.4","100.00","0.046","-0.765"
"6.260","37","4181","58.7","100.00","0.046","-0.766"
"6.270","37","4202","58.9","100.00","0.046","-0.767"
"6.279","37","4222","59.2","100.00","0.046","-0.768"
"6.289","37","4242","59.5","100.00","0.045","-0.769"
"6.299","37","4263","59.7","100.00","0.045","-0.770"
"6.309","37","4284","60.0","100.00","0.046","-0.771"
"6.318","38","4305","60.2","100.00","0.046","-0.773"
"6.328","38","4326","60.5","100.00","0.046","-0.774"
"6.338","38","4347","60.8","100.00","0.047","-0.776"
"6.348","38","4368","61.1","100.00","0.048","-0.778"
"6.357","38","4389","61.3","100.00","0.048","-0.780"
"6.367","38","4410","61.6","100.00","0.049","-0.782"
"6.377","39","4432","61.9","100.00","0.049","-0.784"
"6.387","39","4453","62.1","100.00","0.049","-0.787"
"6.396","39","4474","62.4","100.00","0.050","-0.790"
"6.406","39","4495","62.7","100.00","0.051","-0.792"
"6.416","39","4516","63.0","100.00","0.051","-0.795"
"6.426","39","4536","63.2","100.00","0.052","-0.798"
"6.436","40","4557","63.5","100.00","0.052","-0.800"
"6.445","40","4578","63.8","99.76","0.052","-0.803"
"6.455","40","4599","64.1","98.55","0.053","-0.805"
"6.465","40","4619","64.3","95.60","0.053","-0.806"
"6.475","40","4639","64.6","92.41","0.054","-0.807"
"6.484","41","4658","64.9","87.09","0.054","-0.807"
"6.494","41","4675","65.2","80.96","0.055","-0.806"
"6.504","41","4690","65.4","74.06","0.056","-0.801"
"6.514","41","4698","65.7","66.44","0.057","-0.790"
"6.523","41","4695","66.0","58.34","0.059","-0.765"
"6.533","41","4676","66.3","50.00","0.063","-0.711"
"6.543","42","4638","66.5","42.89","0.066","-0.604"
"6.553","42","4680","66.5","34.07","0.064","-0.056"
"6.563","42","4706","66.5","25.43","0.062","0.035"
"6.572","42","4711","66.5","16.85","0.061","0.035"
"6.582","42","4697","66.5","9.25","0.062","0.032"
"6.592","42","4671","66.5","3.32","0.063","0.030"
"6.602","43","4636","66.5","0.00","0.064","0.029"
"6.611","43","4599","66.5","0.00","0.064","0.028"
"6.621","43","4562","66.5","0.00","0.064","0.029"
"6.631","43","4525","66.5","0.00","0.063","0.030"
"6.641","43","4489","66.5","0.00","0.062","0.031"
"6.650","44","4453","66.4","0.00","0.060","0.032"
"6.660","44","4417","66.4","0.00","0.059","0.033"
"6.670","44","4382","66.4","0.00","0.058","0.034"
"6.680","44","4346","66.4","0.00","0.056","0.035"
"6.689","44","4311","66.4","0.00","0.055","0.035"
"6.699","44","4276","66.4","0.00","0.054","0.036"
"6.709","45","4242","66.4","0.00","0.054","0.036"
"6.719","45","4207","66.4","0.00","0.053","0.036"
"6.729","45","4173","66.3","0.00","0.053","0.035"
"6.738","45","4139","66.3","0.00","0.052","0.035"
"6.748","45","4102","66.3","0.00","0.056","-0.155"
"6.758","46","4042","66.4","0.00","0.059","-0.321"
"6.768","46","3950","66.5","0.00","0.057","-0.156"
"6.777","46","3859","66.5","0.00","0.056","-0.113"
"6.787","46","3770","66.6","0.00","0.055","-0.111"
"6.797","46","3680","66.6","0.00","0.054","-0.116"
"6.807","46","3585","66.7","0.00","0.053","-0.130"
"6.816","47","3518","66.7","0.00","0.051","-0.042"
"6.826","47","3485","66.7","0.00","0.049","0.059"
"6.836","47","3474","66.6","0.00","0.047","0.108"
"6.846","47","3468","66.6","0.00","0.046","0.119"
"6.855","47","3464","66.6","0.00","0.045","0.120"
"6.865","48","3459","66.5","0.00","0.046","0.120"
"6.875","48","3455","66.5","0.00","0.047","0.120"
"6.885","48","3451","66.4","0.00","0.049","0.120"
"6.895","48","3447","66.4","0.00","0.051","0.121"
"6.904","48","3444","66.3","0.00","0.053","0.122"
"6.914","48","3440","66.3","0.00","0.054","0.124"
"6.924","49","3438","66.3","0.48","0.055","0.124"
"6.934","49","3437","66.2","2.56","0.056","0.118"
"6.943","49","3440","66.2","7.10","0.057","0.094"
"6.953","49","3446","66.2","12.49","0.057","0.056"
"6.963","49","3456","66.2","17.87","0.056","0.011"
"6.973","50","3471","66.2","24.32","0.056","-0.049"
"6.982","50","3491","66.2","31.06","0.055","-0.129"
"6.992","50","3515","66.3","37.54","0.055","-0.219"
"7.002","50","3540","66.3","43.91","0.055","-0.307"
"7.012","50","3566","66.5","50.43","0.054","-0.383"
"7.021","50","3591","66.6","56.53","0.054","-0.445"
"7.031","51","3613","66.8","63.24","0.054","-0.491"
"7.041","51","3631","67.0","69.59","0.054","-0.521"
"7.051","51","3648","67.1","75.36","0.054","-0.542"
"7.061","51","3662","67.3","80.47","0.055","-0.557"
"7.070","51","3676","67.5","85.21","0.055","-0.567"
"7.080","52","3688","67.7","89.26","0.056","-0.574"
"7.090","52","3700","67.9","91.89","0.057","-0.579"
"7.100","52","3712","68.1","93.00","0.057","-0.582"
"7.109","52","3723","68.3","93.34","0.058","-0.585"
"7.119","52","3734","68.5","93.69","0.058","-0.586"
"7.129","52","3745","68.7","93.75","0.059","-0.587"
"7.139","53","3756","68.9","93.75","0.059","-0.588"
"7.148","53","3767","69.1","93.75","0.060","-0.588"
"7.158","53","3777","69.3","93.75","0.060","-0.588"
"7.168","53","3788","69.5","93.83","0.061","-0.588"
"7.178","53","3800","69.8","94.31","0.062","-0.588"
"7.188","54","3811","69.9","95.91","0.063","-0.588"
"7.197","54","3822","70.2","96.95","0.063","-0.588"
"7.207","54","3834","70.3","98.20","0.064","-0.589"
"7.217","54","3846","70.6","99.47","0.065","-0.590"
"7.227","54","3857","70.8","100.00","0.066","-0.591"
"7.236","55","3869","71.0","100.00","0.066","-0.592"
"7.246","55","3881","71.2","100.00","0.067","-0.593"
"7.256","55","3893","71.4","100.00","0.067","-0.594"
"7.266","55","3904","71.6","100.00","0.068","-0.595"
"7.275","55","3916","71.8","100.00","0.068","-0.596"
"7.285","55","3927","72.0","100.00","0.068","-0.598"
"7.295","56","3939","72.2","100.00","0.068","-0.599"
"7.305","56","3951","72.4","100.00","0.068","-0.600"
"7.314","56","3962","72.6","100.00","0.067","-0.601"
"7.324","56","3973","72.8","100.00","0.067","-0.602"
"7.334","56","3985","73.0","100.00","0.066","-0.604"
"7.344","57","3996","73.2","100.00","0.065","-0.605"
"7.354","57","4008","73.4","100.00","0.063","-0.605"
"7.363","57","4019","73.7","100.00","0.062","-0.605"
"7.373","57","4029","73.9","100.00","0.061","-0.602"
"7.383","57","4038","74.1","100.00","0.061","-0.595"
"7.393","58","4044","74.3","100.00","0.061","-0.584"
"7.402","58","4049","74.5","100.00","0.060","-0.567"
"7.412","58","4053","74.7","100.00","0.060","-0.547"
"7.422","58","4055","74.8","100.00","0.059","-0.523"
"7.432","58","4056","75.0","100.00","0.058","-0.498"
"7.441","59","4058","75.2","100.00","0.058","-0.474"
"7.451","59","4059","75.3","100.00","0.057","-0.450"
"7.461","59","4061","75.5","100.00","0.056","-0.427"
"7.471","59","4062","75.7","100.00","0.056","-0.404"
"7.480","60","4063","75.8","100.00","0.056","-0.383"
"7.490","60","4064","75.9","100.00","0.055","-0.362"
"7.500","60","4065","76.0","100.00","0.055","-0.343"
"7.510","60","4066","76.2","100.00","0.055","-0.324"
"7.520","60","4067","76.3","100.00","0.055","-0.306"
"7.529","61","4069","76.4","100.00","0.054","-0.289"
"7.539","61","4070","76.4","100.00","0.054","-0.273"
"7.549","61","4070","76.5","100.00","0.054","-0.257"
"7.559","61","4071","76.6","100.00","0.054","-0.242"
"7.568","61","4072","76.7","100.00","0.054","-0.227"
"7.578","62","4073","76.8","100.00","0.053","-0.213"
"7.588","62","4074","76.9","100.00","0.053","-0.200"
"7.598","62","4075","76.9","100.00","0.053","-0.188"
"7.607","62","4075","77.0","100.00","0.053","-0.177"
"7.617","62","4076","77.0","100.00","0.053","-0.167"
"7.627","63","4076","77.1","100.00","0.053","-0.157"
"7.637","63","4077","77.2","100.00","0.053","-0.149"
"7.646","63","4077","77.2","100.00","0.054","-0.141"
"7.656","63","4078","77.3","100.00","0.055","-0.134"
"7.666","63","4078","77.3","100.00","0.056","-0.128"
"7.676","64","4079","77.3","100.00","0.057","-0.122"
"7.686","64","4079","77.4","100.00","0.058","-0.116"
"7.695","64","4079","77.4","100.00","0.058","-0.110"
"7.705","64","4079","77.5","100.00","0.059","-0.105"
"7.715","65","4080","77.5","100.00","0.059","-0.100"
"7.725","65","4080","77.5","100.00","0.060","-0.095"
"7.734","65","4080","77.6","100.00","0.060","-0.090"
"7.744","65","4081","77.6","100.00","0.060","-0.084"
"7.754","65","4081","77.6","100.00","0.060","-0.079"
"7.764","66","4081","77.7","100.00","0.060","-0.074"
"7.773","66","4082","77.7","100.00","0.061","-0.068"
"7.783","66","4082","77.7","100.00","0.061","-0.063"
"7.793","66","4082","77.7","100.00","0.061","-0.058"
"7.803","66","4083","77.7","100.00","0.061","-0.054"
"7.813","67","4083","77.8","100.00","0.061","-0.049"
"7.822","67","4084","77.8","100.00","0.061","-0.045"
"7.832","67","4084","77.8","100.00","0.060","-0.042"
"7.842","67","4084","77.8","100.00","0.060","-0.038"
"7.852","67","4084","77.8","100.00","0.060","-0.036"
"7.861","68","4084","77.8","100.00","0.060","-0.034"
"7.871","68","4085","77.8","100.00","0.059","-0.032"
"7.881","68","4085","77.8","100.00","0.059","-0.031"
"7.891","68","4085","77.9","100.00","0.059","-0.030"
"7.900","69","4085","77.9","100.00","0.059","-0.030"
"7.910","69","4085","77.9","100.00","0.059","-0.029"
"7.920","69","4085","77.9","100.00","0.059","-0.030"
"7.930","69","4085","77.9","100.00","0.059","-0.029"
"7.939","69","4085","77.9","100.00","0.059","-0.029"
"7.949","70","4085","77.9","100.00","0.059","-0.029"
"7.959","70","4085","77.9","100.00","0.060","-0.028"
"7.969","70","4085","77.9","100.00","0.060","-0.028"
"7.979","70","4085","77.9","100.00","0.060","-0.026"
"7.988","70","4085","78.0","100.00","0.060","-0.025"
"7.998","71","4085","78.0","100.00","0.060","-0.023"
"8.008","71","4085","78.0","100.00","0.059","-0.021"
"8.018","71","4085","78.0","100.00","0.058","-0.019"
"8.027","71","4086","78.0","100.00","0.057","-0.017"
"8.037","71","4086","78.0","100.00","0.056","-0.014"
"8.047","72","4086","78.0","100.00","0.055","-0.012"
"8.057","72","4086","78.0","100.00","0.055","-0.010"
"8.066","72","4086","78.0","100.00","0.053","-0.008"
"8.076","72","4087","78.0","100.00","0.052","-0.006"
"8.086","73","4087","78.0","100.00","0.052","-0.005"
"8.096","73","4087","78.0","100.00","0.051","-0.004"
"8.105","73","4087","78.0","100.00","0.051","-0.004"
"8.115","73","4087","78.0","100.00","0.051","-0.003"
"8.125","73","4087","78.0","100.00","0.051","-0.004"
"8.135","74","4087","78.0","100.00","0.051","-0.004"
"8.145","74","4087","78.0","100.00","0.051","-0.005"
"8.154","74","4087","78.0","100.00","0.051","-0.006"
"8.164","74","4087","78.0","100.00","0.051","-0.007"
"8.174","74","4086","78.0","100.00","0.051","-0.008"
"8.184","75","4086","78.0","99.50","0.051","-0.009"
"8.193","75","4086","78.0","99.22","0.051","-0.009"
"8.203","75","4086","78.0","99.06","0.052","-0.010"
"8.213","75","4086","78.0","98.72","0.052","-0.011"
"8.223","75","4086","78.0","98.44","0.052","-0.011"
"8.232","76","4086","78.1","98.43","0.053","-0.011"
"8.242","76","4086","78.1","98.19","0.053","-0.010"
"8.252","76","4086","78.1","98.07","0.054","-0.009"
"8.262","76","4086","78.1","97.78","0.055","-0.008"
"8.271","77","4086","78.1","97.23","0.057","-0.006"
"8.281","77","4087","78.1","96.71","0.058","-0.004"
"8.291","77","4087","78.1","96.36","0.060","-0.002"
"8.301","77","4087","78.1","96.09","0.063","-0.001"
"8.311","77","4087","78.1","96.04","0.066","0.000"
"8.320","78","4087","78.1","95.36","0.069","0.001"
"8.330","78","4087","78.1","94.99","0.071","0.003"
"8.340","78","4088","78.1","94.65","0.073","0.003"
"8.350","78","4088","78.1","94.11","0.075","0.003"
"8.359","78","4088","78.1","93.60","0.077","0.003"
"8.369","79","4088","78.1","93.23","0.079","0.003"
"8.379","79","4088","78.1","92.80","0.081","0.002"
"8.389","79","4087","78.1","92.15","0.082","0.001"
"8.398","79","4087","78.1","91.81","0.082","0.000"
"8.408","80","4087","78.1","90.95","0.083","0.000"
"8.418","80","4087","78.1","90.26","0.083","-0.001"
"8.428","80","4087","78.1","89.21","0.084","-0.002"
"8.438","80","4087","78.1","88.33","0.085","-0.003"
"8.447","80","4087","78.1","87.80","0.085","-0.004"
"8.457","81","4087","78.1","87.28","0.086","-0.005"
"8.467","81","4086","78.1","86.42","0.086","-0.005"
"8.477","81","4086","78.1","85.15","0.087","-0.006"
