"Format","MoTeC CSV",,,"Workbook","Samples"
"Venue","Interlagos",,,"Worksheet","Graph"
"Vehicle","BoxerCup: Eric Monteiro #8",,,"Vehicle Desc","BoxerCup: Eric Monteiro #8"
"Driver","Ohira",,,"Engine ID",""
"Device","ADL"
"Comment","(Exported from rFactor Data Acquisition Plugin v1.3.2.0)",,,"Session",""
"Log Date","26/10/2020",,,"Origin Time","223.173","s"
"Log Time","19:43",,,"Start Time","223.184","s"
"Sample Rate","51.200","Hz",,"End Time","319.297","s"
"Duration","96.113","s",,"Start Distance","8939","m"
"Range","Lap 2",,,"End Distance","13176","m"

"Time","Distance","Corr Speed","Throttle Pos","Brake Pedal Pos","Steering Wheel Pct","Gear","G Force Lat","curvature","Suspension Pos FR"
"Time","Distance","Corr Speed","Throttle Pos","Brake Pedal Pos","Steering Wheel Pct","Gear","G Force Lat","curvature","Suspension Pos FR"
"s","m","km/h","%","%","%","","G","","mm"


"21.484","1020","230.9","100.00","0.00","0.72","6","-0.1663","0","38.80"
"21.504","1022","231.0","100.00","0.00","0.64","6","-0.1580","0","40.96"
"21.523","1023","231.1","100.00","0.00","0.54","6","-0.1606","0","42.54"
"21.543","1024","231.2","100.00","0.00","0.42","6","-0.1602","0","43.77"
"21.563","1025","231.4","100.00","0.00","0.29","6","-0.1523","0","44.72"
"21.582","1027","231.5","100.00","0.00","0.15","6","-0.1404","0","45.32"
"21.602","1028","231.6","100.00","0.00","0.00","6","-0.1242","0","45.55"
"21.621","1029","231.8","100.00","0.00","-0.14","6","-0.0968","0","45.42"
"21.641","1031","231.9","100.00","0.00","-0.26","6","-0.0767","0","44.84"
"21.660","1032","232.1","100.00","0.00","-0.33","6","-0.0342","0","43.74"
"21.680","1033","232.2","100.00","0.00","-0.34","6","-0.0170","0","42.27"
"21.699","1034","232.4","100.00","0.00","-0.33","6","-0.0014","0","40.71"
"21.719","1036","232.5","100.00","0.00","-0.29","6","0.0133","0","39.43"
"21.738","1037","232.7","100.00","0.00","-0.25","6","0.0221","0","38.72"
"21.758","1038","232.8","100.00","0.00","-0.19","6","0.0303","0","38.84"
"21.777","1039","233.0","100.00","0.00","-0.14","6","0.0474","0","40.01"
"21.797","1041","233.1","100.00","0.00","-0.10","6","0.0626","0","41.79"
"21.816","1042","233.2","100.00","0.00","-0.07","6","0.0799","0","42.92"
"21.836","1043","233.3","100.00","0.00","-0.06","6","0.0830","0","43.43"
"21.855","1045","233.5","100.00","0.00","-0.06","6","0.0843","0","43.29"
"21.875","1046","233.6","100.00","0.00","-0.07","6","0.0782","0","42.63"
"21.895","1047","233.8","100.00","0.00","-0.09","6","0.0657","0","41.65"
"21.914","1048","233.9","100.00","0.00","-0.10","6","0.0560","0","40.65"
"21.934","1050","234.0","100.00","0.00","-0.10","6","0.0526","0","40.06"
"21.953","1051","234.2","100.00","0.00","-0.08","6","0.0564","0","40.39"
"21.973","1052","234.3","100.00","0.00","-0.07","6","0.0635","0","41.80"
"21.992","1053","234.4","100.00","0.00","-0.05","6","0.0609","0","43.52"
"22.012","1055","234.6","100.00","0.00","-0.05","6","0.0614","0","44.79"
"22.031","1056","234.7","100.00","0.00","-0.04","6","0.0553","0","45.38"
"22.051","1057","234.8","100.00","0.00","-0.04","6","0.0468","0","45.29"
"22.070","1059","235.0","100.00","0.00","-0.05","6","0.0404","0","44.73"
"22.090","1060","235.1","100.00","0.00","-0.08","6","0.0300","0","44.07"
"22.109","1061","235.2","100.00","0.00","-0.14","6","0.0314","0","43.70"
"22.129","1062","235.4","100.00","0.00","-0.20","6","0.0254","0","43.89"
"22.148","1064","235.5","100.00","0.00","-0.25","6","0.0473","0","44.37"
"22.168","1065","235.6","100.00","0.00","-0.29","6","0.0515","0","44.92"
"22.188","1066","235.8","100.00","0.00","-0.32","6","0.0579","0","45.09"
"22.207","1068","235.9","100.00","0.00","-0.32","6","0.0616","0","44.54"
"22.227","1069","236.0","100.00","0.00","-0.32","6","0.0598","0","43.36"
"22.246","1070","236.2","100.00","0.00","-0.32","6","0.0629","0","42.01"
"22.266","1071","236.3","100.00","0.00","-0.32","6","0.0575","0","41.20"
"22.285","1073","236.5","100.00","0.00","-0.32","6","0.0612","0","40.95"
"22.305","1074","236.6","100.00","0.00","-0.32","6","0.0605","0","41.01"
"22.324","1075","236.7","100.00","0.00","-0.32","6","0.0711","0","41.33"
"22.344","1077","236.9","100.00","0.00","-0.32","6","0.0859","0","42.01"
"22.363","1078","237.0","100.00","0.00","-0.32","6","0.1019","0","43.07"
"22.383","1079","237.1","100.00","0.00","-0.32","6","0.1114","0","44.30"
"22.402","1080","237.2","100.00","0.00","-0.32","6","0.1098","0","45.26"
"22.422","1082","237.4","100.00","0.00","-0.32","6","0.1100","0","45.67"
"22.441","1083","237.5","100.00","0.00","-0.32","6","0.1037","0","45.46"
"22.461","1084","237.6","100.00","0.00","-0.32","6","0.1127","0","44.65"
"22.480","1086","237.8","100.00","0.00","-0.32","6","0.1048","0","43.69"
"22.500","1087","237.9","100.00","0.00","-0.32","6","0.1047","0","43.00"
"22.520","1088","238.0","100.00","0.00","-0.33","6","0.1070","0","42.88"
"22.539","1090","238.1","100.00","0.00","-0.35","6","0.1114","0","43.39"
"22.559","1091","238.3","100.00","0.00","-0.38","6","0.1159","0","44.33"
"22.578","1092","238.4","100.00","0.00","-0.43","6","0.1076","0","45.21"
"22.598","1093","238.5","100.00","0.00","-0.50","6","0.1201","0","45.33"
"22.617","1095","238.7","100.00","0.00","-0.56","6","0.1200","0","44.38"
"22.637","1096","238.8","100.00","0.00","-0.62","6","0.1310","0","43.27"
"22.656","1097","238.9","100.00","0.00","-0.65","6","0.1340","0","42.54"
"22.676","1099","239.1","100.00","0.00","-0.68","6","0.1385","0","42.19"
"22.695","1100","239.2","100.00","0.00","-0.69","6","0.1420","0","42.09"
"22.715","1101","239.3","100.00","0.00","-0.69","6","0.1433","0","42.10"
"22.734","1103","239.5","100.00","0.00","-0.69","6","0.1526","0","42.20"
"22.754","1104","239.6","100.00","0.00","-0.68","6","0.1642","0","42.59"
"22.773","1105","239.7","100.00","0.00","-0.67","6","0.1821","0","43.46"
"22.793","1106","239.8","100.00","0.00","-0.66","6","0.2003","0","44.55"
"22.813","1108","239.9","100.00","0.00","-0.64","6","0.2035","0","45.56"
"22.832","1109","240.0","100.00","0.00","-0.59","6","0.2039","0","46.25"
"22.852","1110","240.2","100.00","0.00","-0.55","6","0.2008","0","46.67"
"22.871","1112","240.3","100.00","0.00","-0.51","6","0.1984","0","46.83"
"22.891","1113","240.4","100.00","0.00","-0.46","6","0.2006","0","46.59"
"22.910","1114","240.5","100.00","0.00","-0.41","6","0.1844","0","45.70"
"22.930","1116","240.7","100.00","0.00","-0.37","6","0.1763","0","43.97"
"22.949","1117","240.8","100.00","0.00","-0.35","6","0.1574","0","42.02"
"22.969","1118","241.0","100.00","0.00","-0.36","6","0.1304","0","40.40"
"22.988","1120","241.1","100.00","0.00","-0.39","6","0.1121","0","39.23"
"23.008","1121","241.2","100.00","0.00","-0.44","6","0.1022","0","38.75"
"23.027","1122","241.4","100.00","0.00","-0.47","6","0.1046","0","39.24"
"23.047","1124","241.5","100.00","0.00","-0.49","6","0.1193","0","40.72"
"23.066","1125","241.6","100.00","0.00","-0.48","6","0.1277","0","42.77"
"23.086","1126","241.7","100.00","0.00","-0.43","6","0.1398","0","44.56"
"23.105","1128","241.8","100.00","0.00","-0.37","6","0.1432","0","45.75"
"23.125","1129","241.9","100.00","0.00","-0.29","6","0.1376","0","46.46"
"23.145","1130","242.0","100.00","0.00","-0.20","6","0.1347","0","46.78"
"23.164","1131","242.1","100.00","0.00","-0.11","6","0.1298","0","46.92"
"23.184","1133","242.3","100.00","0.00","-0.04","6","0.1261","0","46.94"
"23.203","1134","242.4","100.00","0.00","0.00","6","0.1249","0","46.72"
"23.223","1135","242.5","100.00","0.00","0.01","6","0.1148","0","46.07"
"23.242","1137","242.6","100.00","0.00","0.00","6","0.0957","0","45.03"
"23.262","1138","242.8","100.00","0.00","-0.03","6","0.0735","0","43.83"
"23.281","1139","242.9","100.00","0.00","-0.07","6","0.0605","0","42.56"
"23.301","1141","243.0","100.00","0.00","-0.11","6","0.0553","0","41.23"
"23.320","1142","243.2","100.00","0.00","-0.12","6","0.0555","0","40.11"
"23.340","1143","243.3","100.00","0.00","-0.12","6","0.0574","0","39.52"
"23.359","1145","243.4","100.00","0.00","-0.09","6","0.0604","0","39.75"
"23.379","1146","243.6","100.00","0.00","-0.03","6","0.0627","0","40.97"
"23.398","1147","243.7","100.00","0.00","0.04","6","0.0496","0","43.00"
"23.418","1149","243.8","100.00","0.00","0.13","6","0.0393","0","45.19"
"23.438","1150","243.8","100.00","0.00","0.22","6","0.0200","0","46.86"
"23.457","1151","243.9","100.00","0.00","0.31","6","-0.0007","0","47.77"
"23.477","1153","244.0","100.00","0.00","0.37","6","-0.0122","0","47.87"
"23.496","1154","244.2","100.00","0.00","0.42","6","-0.0203","0","47.37"
"23.516","1155","244.3","100.00","0.00","0.46","6","-0.0285","0","46.78"
"23.535","1157","244.4","100.00","0.00","0.47","6","-0.0332","0","46.57"
"23.555","1158","244.5","100.00","0.00","0.47","6","-0.0377","0","46.87"
"23.574","1159","244.6","100.00","0.00","0.46","6","-0.0468","0","47.20"
"23.594","1161","244.8","100.00","0.00","0.44","6","-0.0608","0","46.70"
"23.613","1162","244.9","100.00","0.00","0.41","6","-0.0733","0","45.29"
"23.633","1163","245.0","100.00","0.00","0.37","6","-0.0821","0","43.56"
"23.652","1165","245.1","100.00","0.00","0.33","6","-0.0805","0","42.23"
"23.672","1166","245.3","100.00","0.00","0.31","6","-0.0698","0","41.72"
"23.691","1167","245.4","100.00","0.00","0.30","6","-0.0615","0","42.06"
"23.711","1169","245.5","100.00","0.00","0.30","6","-0.0646","0","43.02"
"23.730","1170","245.6","100.00","0.00","0.30","6","-0.0644","0","44.10"
"23.750","1171","245.7","100.00","0.00","0.30","6","-0.0773","0","44.62"
"23.770","1173","245.8","100.00","0.00","0.30","6","-0.0822","0","44.56"
"23.789","1174","245.9","99.02","5.47","0.30","6","-0.0693","0","44.15"
"23.809","1175","245.9","92.86","14.55","0.30","6","-0.0530","0","43.70"
"23.828","1177","245.8","78.68","28.80","0.30","6","-0.0417","0","43.43"
"23.848","1178","245.5","60.80","45.77","0.30","6","-0.0365","0","43.44"
"23.867","1179","245.0","46.54","55.62","0.30","6","-0.0426","0","43.72"
"23.887","1181","244.4","26.76","59.38","0.30","6","-0.0709","0","44.34"
"23.906","1182","243.6","11.57","59.93","0.27","6","-0.0822","0","45.06"
"23.926","1183","242.9","2.16","60.91","0.24","6","-0.0851","0","45.87"
"23.945","1185","242.1","0.00","61.95","0.21","6","-0.0806","0","46.99"
"23.965","1186","241.3","0.00","62.78","0.17","6","-0.0639","0","48.38"
"23.984","1187","240.4","0.00","64.22","0.14","6","-0.0483","0","49.75"
"24.004","1189","239.6","0.00","66.83","0.11","6","-0.0408","0","50.85"
"24.023","1190","238.7","0.00","69.91","0.06","6","-0.0359","0","51.68"
"24.043","1191","237.8","0.00","72.24","0.01","6","-0.0430","0","52.32"
"24.063","1193","236.8","0.00","73.27","-0.06","0","-0.0497","0","52.91"
"24.082","1194","235.8","0.00","74.63","-0.15","0","-0.0526","0","53.22"
"24.102","1195","234.9","0.00","74.92","-0.21","0","-0.0480","0","52.98"
"24.121","1196","234.0","0.00","75.43","-0.25","5","-0.0353","0","51.93"
"24.141","1198","233.0","0.00","76.48","-0.26","5","-0.0258","0","49.99"
"24.160","1199","232.1","0.00","77.28","-0.25","5","-0.0165","0","47.58"
"24.180","1200","231.2","0.00","77.36","-0.22","5","0.0024","0","45.48"
"24.199","1201","230.3","0.00","77.67","-0.18","5","0.0197","0","44.22"
"24.219","1203","229.5","0.00","77.67","-0.15","5","0.0268","0","43.93"
"24.238","1204","228.5","0.00","77.67","-0.11","5","0.0323","0","44.55"
"24.258","1205","227.6","0.00","77.67","-0.09","5","0.0359","0","45.88"
"24.277","1206","226.6","0.00","77.67","-0.09","5","0.0450","0","47.87"
"24.297","1208","225.6","0.00","77.67","-0.09","5","0.0590","0","50.14"
"24.316","1209","224.6","0.00","77.67","-0.08","5","0.0734","0","52.10"
"24.336","1210","223.6","0.00","77.67","-0.06","5","0.0865","0","53.29"
"24.355","1211","222.5","0.00","77.67","-0.02","5","0.1015","0","53.50"
"24.375","1213","221.5","0.00","77.67","0.03","5","0.1119","0","52.63"
"24.395","1214","220.6","0.00","77.67","0.11","5","0.1077","0","50.77"
"24.414","1215","219.6","0.00","77.67","0.20","5","0.1035","0","48.64"
"24.434","1216","218.7","0.00","77.67","0.29","5","0.0955","0","46.68"
"24.453","1217","217.8","0.00","77.67","0.35","5","0.0777","0","45.23"
"24.473","1218","216.9","0.00","77.67","0.39","5","0.0562","0","44.43"
"24.492","1220","216.0","0.00","77.78","0.40","5","0.0400","0","44.28"
"24.512","1221","215.1","0.00","78.06","0.39","5","0.0302","0","44.85"
"24.531","1222","214.1","0.00","78.06","0.35","5","0.0225","0","46.18"
"24.551","1223","213.2","0.00","78.06","0.32","5","0.0309","0","48.52"
"24.570","1224","212.2","0.00","78.06","0.29","5","0.0323","0","51.12"
"24.590","1225","211.1","0.00","78.06","0.26","5","0.0319","0","53.13"
"24.609","1227","210.1","0.00","78.06","0.23","5","0.0275","0","54.22"
"24.629","1228","209.1","0.00","78.06","0.21","5","0.0166","0","54.33"
"24.648","1229","208.1","0.00","78.06","0.21","5","0.0101","0","53.51"
"24.668","1230","207.1","0.00","78.06","0.20","5","0.0150","0","51.80"
"24.688","1231","206.2","0.00","78.06","0.19","5","0.0017","0","49.34"
"24.707","1232","205.3","0.00","78.06","0.19","5","0.0000",,"46.89"
"24.727","1233","204.4","0.00","78.06","0.19","5","-0.0039","0","45.02"
"24.746","1235","203.5","0.00","78.06","0.19","5","0.0008","0","43.87"
"24.766","1236","202.6","0.00","78.06","0.19","5","-0.0027","0","43.43"
"24.785","1237","201.7","0.00","78.06","0.19","5","-0.0067","0","43.66"
"24.805","1238","200.8","0.00","78.06","0.19","5","-0.0063","0","44.35"
"24.824","1239","199.9","0.00","78.06","0.19","0","-0.0058","0","45.15"
"24.844","1240","199.1","0.00","77.88","0.19","0","-0.0033","0","45.86"
"24.863","1241","198.2","0.00","76.30","0.19","0","0.0050","0","46.52"
"24.883","1242","197.3","0.00","74.43","0.19","4","-0.0046","0","47.06"
"24.902","1243","196.4","0.00","74.13","0.19","4","-0.0168","0","47.45"
"24.922","1244","195.5","0.00","74.13","0.19","4","-0.0384","0","47.86"
"24.941","1245","194.5","0.00","74.13","0.19","4","-0.0608","0","48.30"
"24.961","1246","193.5","0.00","74.13","0.18","4","-0.0757","0","48.61"
"24.980","1247","192.5","0.00","74.13","0.16","4","-0.0824","0","48.68"
"25.000","1248","191.6","0.00","74.13","0.12","4","-0.0828","0","48.56"
"25.020","1250","190.6","0.00","74.13","0.10","4","-0.0647","0","48.26"
"25.039","1251","189.7","0.00","74.13","0.09","4","-0.0510","0","47.79"
"25.059","1252","188.8","0.00","74.13","0.09","4","-0.0485","0","47.62"
"25.078","1253","187.9","0.00","74.13","0.09","4","-0.0449","0","47.66"
"25.098","1254","187.0","0.00","74.13","0.09","4","-0.0426","0","47.78"
"25.117","1255","186.1","0.00","74.13","0.08","4","-0.0446","0","47.90"
"25.137","1256","185.2","0.00","74.13","0.08","4","-0.0492","0","47.91"
"25.156","1257","184.3","0.00","74.13","0.08","4","-0.0510","0","47.63"
"25.176","1258","183.4","0.00","74.13","0.07","4","-0.0449","0","47.20"
"25.195","1259","182.5","0.00","74.13","0.07","4","-0.0293","0","47.01"
"25.215","1260","181.7","0.00","74.13","0.07","4","-0.0256","0","46.85"
"25.234","1261","180.8","0.00","74.13","0.07","4","-0.0215","0","46.78"
"25.254","1262","179.9","0.00","73.91","0.07","4","-0.0196","0","46.72"
"25.273","1263","179.0","0.00","73.40","0.07","4","-0.0245","0","46.56"
"25.293","1264","178.1","0.00","72.96","0.07","4","-0.0283","0","46.45"
"25.313","1265","177.2","0.00","72.88","0.07","4","-0.0214","0","46.60"
"25.332","1266","176.3","0.00","72.56","0.07","4","-0.0178","0","46.84"
"25.352","1266","175.4","0.00","72.56","0.07","4","-0.0212","0","47.14"
"25.371","1267","174.6","0.00","71.58","0.07","4","-0.0107","0","47.47"
"25.391","1268","173.7","0.00","71.39","0.06","4","-0.0137","0","47.54"
"25.410","1269","172.8","0.00","71.15","0.05","4","-0.0155","0","47.47"
"25.430","1270","172.0","0.00","70.81","0.05","4","-0.0154","0","47.16"
"25.449","1271","171.1","0.00","70.60","0.05","4","-0.0133","0","46.70"
"25.469","1272","170.3","0.00","70.60","0.03","4","-0.0050","0","46.40"
"25.488","1273","169.4","0.00","70.56","0.00","4","0.0097","0","46.47"
"25.508","1274","168.6","0.00","70.21","-0.06","4","0.0152","0","46.76"
"25.527","1275","167.7","0.00","70.21","-0.16","4","0.0358","0","47.49"
"25.547","1276","166.9","0.00","70.21","-0.27","4","0.0516","0","48.25"
"25.566","1277","166.0","0.00","70.21","-0.41","4","0.0705","0","48.90"
"25.586","1278","165.1","0.00","69.81","-0.56","4","0.0930","0","49.26"
"25.605","1278","164.3","0.00","69.42","-0.73","4","0.1174","0","49.18"
"25.625","1279","163.4","0.00","69.42","-0.89","4","0.1439","0","48.71"
"25.645","1280","162.6","0.00","69.42","-1.04","4","0.1710","0","48.10"
"25.664","1281","161.8","0.00","69.42","-1.19","4","0.1862","0","47.15"
"25.684","1282","160.9","0.00","69.42","-1.33","4","0.2247","0","46.63"
"25.703","1283","160.1","0.00","69.42","-1.46","4","0.2367","0","46.36"
"25.723","1284","159.3","0.00","69.42","-1.59","4","0.2607","0","46.51"
"25.742","1285","158.5","0.00","69.42","-1.72","4","0.2890","0","46.87"
"25.762","1285","157.7","0.00","69.42","-1.85","4","0.3115","0","47.37"
"25.781","1286","156.8","0.00","69.42","-1.99","4","0.3371","0","47.91"
"25.801","1287","156.0","0.00","69.42","-2.10","0","0.3772","0","48.30"
"25.820","1288","155.2","0.00","69.42","-2.20","0","0.4097","0","48.80"
"25.840","1289","154.5","0.00","69.42","-2.27","0","0.4485","0","49.29"
"25.859","1290","153.7","0.00","69.42","-2.31","3","0.4928","0","49.70"
"25.879","1291","152.9","0.00","69.42","-2.33","3","0.5230","0","50.06"
"25.898","1291","152.1","0.00","68.17","-2.33","3","0.5460","0","50.32"
"25.918","1292","151.2","0.00","66.60","-2.33","3","0.5752","0","50.47"
"25.938","1293","150.4","0.00","65.25","-2.33","3","0.6167","0","50.60"
"25.957","1294","149.6","0.00","63.48","-2.33","3","0.6610","0","50.77"
"25.977","1295","148.8","0.00","61.03","-2.33","3","0.6887","0","50.86"
"25.996","1295","148.1","0.00","59.65","-2.33","3","0.7181","0","51.27"
"26.016","1296","147.4","0.00","58.60","-2.32","3","0.7219","0","51.38"
"26.035","1297","146.6","0.00","57.56","-2.30","3","0.7692","0","51.75"
"26.055","1298","145.9","0.00","57.24","-2.30","3","0.7899","0","51.96"
"26.074","1299","145.2","0.00","56.67","-2.30","3","0.8100","0","52.09"
"26.094","1299","144.5","0.00","55.63","-2.30","3","0.8247","0","52.21"
"26.113","1300","143.8","0.00","54.49","-2.30","3","0.8184","0","52.19"
"26.133","1301","143.1","0.00","53.11","-2.30","3","0.8255","0","51.92"
"26.152","1302","142.5","0.00","51.73","-2.30","3","0.8420","0","51.53"
"26.172","1303","141.8","0.00","51.04","-2.30","3","0.8384","0","50.84"
"26.191","1303","141.2","0.00","49.15","-2.30","3","0.8156","0","49.92"
"26.211","1304","140.6","0.00","47.07","-2.31","3","0.8111","0","49.15"
"26.230","1305","140.0","0.00","45.81","-2.37","3","0.7914","0","48.58"
"26.250","1306","139.5","0.00","45.43","-2.47","3","0.7754","0","48.12"
"26.270","1306","138.9","0.00","45.21","-2.62","3","0.7910","0","47.98"
"26.289","1307","138.3","0.00","44.21","-2.79","3","0.8145","0","48.54"
"26.309","1308","137.8","0.00","41.75","-2.97","3","0.8011","0","49.37"
"26.328","1309","137.2","0.00","38.48","-3.13","3","0.8731","0","50.21"
"26.348","1309","136.7","0.00","36.57","-3.27","3","0.9237","0","51.40"
"26.367","1310","136.2","0.00","36.03","-3.41","3","0.9496","0","52.36"
"26.387","1311","135.7","0.00","34.88","-3.52","3","0.9776","0","52.77"
"26.406","1312","135.2","0.00","32.30","-3.61","3","1.0061","0","52.72"
"26.426","1312","134.8","0.00","28.58","-3.71","3","1.0198","0","52.38"
"26.445","1313","134.4","0.00","25.09","-3.81","3","1.0152","0","51.77"
"26.465","1314","134.0","0.00","24.13","-3.93","3","1.0097","0","50.84"
"26.484","1315","133.6","0.00","24.13","-4.06","3","1.0077","0","49.87"
"26.504","1315","133.3","0.00","24.13","-4.21","3","1.0098","0","49.20"
"26.523","1316","132.9","0.00","24.13","-4.35","3","0.9982","0","48.89"
"26.543","1317","132.6","0.00","24.13","-4.51","3","1.0000","0","48.90"
"26.563","1317","132.2","0.00","24.13","-4.69","3","1.0154","0","49.14"
"26.582","1318","131.8","0.00","24.13","-4.88","3","1.0210","0","49.46"
"26.602","1319","131.5","0.00","24.44","-5.08","3","1.0116","0","49.63"
"26.621","1320","131.1","0.00","26.08","-5.29","3","1.0232","0","49.49"
"26.641","1320","130.7","0.00","30.73","-5.49","3","1.0266","0","49.11"
"26.660","1321","130.3","0.00","31.18","-5.69","3","0.9988","0","48.75"
"26.680","1322","129.9","0.00","31.23","-5.88","3","1.0202","0","48.55"
"26.699","1322","129.5","0.00","31.23","-6.07","3","1.0326","0","48.44"
"26.719","1323","129.1","0.00","31.23","-6.25","3","1.0362","0","48.44"
"26.738","1324","128.7","0.00","32.12","-6.45","3","1.0570","0","48.51"
"26.758","1325","128.3","0.00","33.60","-6.65","3","1.0867","0","48.66"
"26.777","1325","127.8","0.00","33.71","-6.84","3","1.0857","0","48.88"
"26.797","1326","127.4","0.00","34.41","-7.01","3","1.1182","0","49.21"
"26.816","1327","126.9","0.00","35.45","-7.17","3","1.1534","0","49.60"
"26.836","1327","126.5","0.00","37.40","-7.32","3","1.1523","0","50.02"
"26.855","1328","126.0","0.00","37.94","-7.48","3","1.2047","0","50.39"
"26.875","1329","125.6","0.00","37.94","-7.64","3","1.2366","0","50.76"
"26.895","1329","125.1","0.00","37.94","-7.77","3","1.2717","0","51.17"
"26.914","1330","124.6","0.00","37.94","-7.88","3","1.3333","0","51.64"
"26.934","1331","124.1","0.00","37.94","-7.99","3","1.3771","0","52.22"
"26.953","1331","123.7","0.00","37.94","-8.08","3","1.4207","0","52.90"
"26.973","1332","123.2","0.00","37.94","-8.16","3","1.4831","0","53.61"
"26.992","1333","122.7","0.00","37.94","-8.20","3","1.4981","0","54.32"
"27.012","1333","122.2","0.00","37.94","-8.25","3","1.5437","0","54.86"
"27.031","1334","121.7","0.00","37.94","-8.30","3","1.5578","0","55.17"
"27.051","1335","121.3","0.00","37.94","-8.39","3","1.5691","0","55.08"
"27.070","1335","120.8","0.00","37.94","-8.51","3","1.5843","0","54.58"
"27.090","1336","120.3","0.00","38.10","-8.64","3","1.5753","0","53.87"
"27.109","1337","119.8","0.00","38.73","-8.84","3","1.5790","0","53.10"
"27.129","1337","119.4","0.00","38.73","-9.04","3","1.5570","0","52.46"
"27.148","1338","118.9","0.00","38.73","-9.30","3","1.5478","0","52.22"
"27.168","1339","118.5","0.00","38.73","-9.58","3","1.5369","0","52.15"
"27.188","1339","118.0","0.00","38.73","-9.87","3","1.5243","0","52.17"
"27.207","1340","117.5","0.00","38.73","-10.15","3","1.5243","0","52.25"
"27.227","1341","117.1","0.00","38.73","-10.41","3","1.5307","0","52.43"
"27.246","1341","116.6","0.00","38.73","-10.68","3","1.5384","0","52.77"
"27.266","1342","116.1","0.00","38.73","-10.95","3","1.5645","0","53.18"
"27.285","1342","115.6","0.00","38.73","-11.19","3","1.5543","0","53.55"
"27.305","1343","115.2","0.00","35.64","-11.44","3","1.5810","0","53.63"
"27.324","1344","114.7","0.00","34.29","-11.64","3","1.5574","0","53.22"
"27.344","1344","114.3","0.00","32.26","-11.81","3","1.5437","0","52.56"
"27.363","1345","113.9","0.00","30.63","-11.99","3","1.5594","0","51.94"
"27.383","1346","113.5","0.00","29.75","-12.16","3","1.5492","0","51.34"
"27.402","1346","113.1","0.00","29.01","-12.32","3","1.5121","0","50.70"
"27.422","1347","112.7","0.00","28.10","-12.48","3","1.5302","0","50.32"
"27.441","1347","112.3","0.00","26.84","-12.67","3","1.5174","0","50.45"
"27.461","1348","111.9","0.00","24.75","-12.91","3","1.5143","0","50.30"
"27.480","1349","111.6","0.00","24.21","-13.13","3","1.5434","0","50.54"
"27.500","1349","111.2","0.00","23.61","-13.36","3","1.5189","0","50.80"
"27.520","1350","110.8","0.00","22.27","-13.62","3","1.5445","0","50.89"
"27.539","1350","110.5","0.00","20.87","-13.89","3","1.5671","0","50.91"
"27.559","1351","110.1","0.00","19.84","-14.17","3","1.5521","0","50.93"
"27.578","1352","109.8","0.00","18.81","-14.45","3","1.5648","0","50.82"
"27.598","1352","109.4","0.00","17.74","-14.72","3","1.5819","0","50.69"
"27.617","1353","109.1","0.00","16.70","-14.98","3","1.5522","0","50.69"
"27.637","1353","108.8","0.00","15.98","-15.24","3","1.5903","0","50.49"
"27.656","1354","108.5","0.00","14.69","-15.44","3","1.5689","0","50.55"
"27.676","1355","108.1","0.00","12.03","-15.63","3","1.5983","0","50.55"
"27.695","1355","107.8","0.93","9.19","-15.82","3","1.6210","0","50.67"
"27.715","1356","107.5","2.56","6.20","-15.99","3","1.6231","0","50.99"
"27.734","1356","107.3","4.48","2.75","-16.16","3","1.6540","0","51.30"
"27.754","1357","107.0","8.42","1.08","-16.31","3","1.6722","0","51.54"
"27.773","1358","106.8","13.28","0.04","-16.46","3","1.6937","0","51.65"
"27.793","1358","106.7","19.49","0.00","-16.63","3","1.6968","0","51.49"
"27.813","1359","106.6","24.22","0.00","-16.82","3","1.6765","0","51.09"
"27.832","1359","106.5","29.17","0.00","-16.98","3","1.6690","0","50.39"
"27.852","1360","106.5","34.90","0.00","-17.13","3","1.6606","0","49.65"
"27.871","1360","106.5","40.03","0.00","-17.26","3","1.6499","0","48.88"
"27.891","1361","106.5","43.44","0.00","-17.36","3","1.6406","0","48.06"
"27.910","1362","106.5","46.11","0.00","-17.43","3","1.6177","0","47.51"
"27.930","1362","106.6","48.20","0.00","-17.46","3","1.5925","0","47.24"
"27.949","1363","106.7","52.89","0.00","-17.47","3","1.6110","0","47.04"
"27.969","1363","106.8","56.35","0.00","-17.49","3","1.5820","0","46.92"
"27.988","1364","107.0","57.99","0.00","-17.53","3","1.6117","0","46.70"
"28.008","1365","107.1","58.62","0.00","-17.62","3","1.6133","0","46.25"
"28.027","1365","107.3","58.81","0.00","-17.72","3","1.5749","0","45.74"
"28.047","1366","107.5","58.81","0.00","-17.83","3","1.5499","0","45.36"
"28.066","1366","107.6","58.81","0.00","-17.92","3","1.5600","0","45.16"
"28.086","1367","107.8","58.83","0.00","-17.94","3","1.5602","0","44.99"
"28.105","1367","108.0","59.17","0.00","-17.95","3","1.5659","0","44.91"
"28.125","1368","108.2","60.14","0.00","-17.95","3","1.5715","0","44.89"
"28.145","1369","108.4","61.18","0.00","-17.95","3","1.5836","0","44.96"
"28.164","1369","108.6","61.56","0.00","-17.94","3","1.5776","0","45.06"
"28.184","1370","108.8","61.56","0.00","-17.92","3","1.5490","0","45.20"
"28.203","1370","109.0","61.56","0.00","-17.90","3","1.5128","0","45.38"
"28.223","1371","109.2","61.56","0.00","-17.89","3","1.4887","0","45.62"
"28.242","1372","109.4","61.56","0.00","-17.87","3","1.4854","0","45.86"
