"Format","MoTeC CSV",,,"Workbook","Samples"
"Venue","Interlagos",,,"Worksheet","Graph"
"Vehicle","BoxerCup: Eric Monteiro #8",,,"Vehicle Desc","BoxerCup: Eric Monteiro #8"
"Driver","Ohira",,,"Engine ID",""
"Device","ADL"
"Comment","(Exported from rFactor Data Acquisition Plugin v1.3.2.0)",,,"Session",""
"Log Date","26/10/2020",,,"Origin Time","223.173","s"
"Log Time","19:43",,,"Start Time","223.184","s"
"Sample Rate","51.200","Hz",,"End Time","319.297","s"
"Duration","96.113","s",,"Start Distance","8939","m"
"Range","Lap 2",,,"End Distance","13176","m"

"Time","Distance","Corr Speed","Throttle Pos","Brake Pedal Pos","Steering Wheel Pct","Gear","G Force Lat","curvature","Suspension Pos FR"
"Time","Distance","Corr Speed","Throttle Pos","Brake Pedal Pos","Steering Wheel Pct","Gear","G Force Lat","curvature","Suspension Pos FR"
"s","m","km/h","%","%","%","","G","","mm"


"42.559","2060","135.3","53.49","0.00","34.55","4","-1.2188","0","27.10"
"42.578","2061","135.3","54.10","0.00","34.94","4","-1.2364","0","27.62"
"42.598","2061","135.3","54.88","0.00","35.33","4","-1.1940","0","28.44"
"42.617","2062","135.3","54.88","0.00","35.67","4","-1.1089","0","29.50"
"42.637","2063","135.3","54.88","0.00","35.93","4","-1.2219","0","30.53"
"42.656","2063","135.3","54.88","0.00","36.14","4","-1.2463","0","31.13"
"42.676","2064","135.3","54.88","0.00","36.26","4","-1.1992","0","31.44"
"42.695","2065","135.4","54.88","0.00","36.39","4","-1.2087","0","31.37"
"42.715","2066","135.4","54.88","0.00","36.49","4","-1.2716","0","30.98"
"42.734","2066","135.4","54.88","0.00","36.58","4","-1.2973","0","30.37"
"42.754","2067","135.4","54.98","0.00","36.72","4","-1.2462","0","29.71"
"42.773","2068","135.5","55.27","0.00","36.95","4","-1.2000","0","29.13"
"42.793","2069","135.5","55.28","0.00","37.21","4","-1.2059","0","28.55"
"42.813","2069","135.5","55.97","0.00","37.45","4","-1.2325","0","28.10"
"42.832","2070","135.5","56.06","0.00","37.65","4","-1.2671","0","27.80"
"42.852","2071","135.6","56.06","0.00","37.82","4","-1.2734","0","27.59"
"42.871","2072","135.6","56.06","0.00","37.92","4","-1.2784","0","27.32"
"42.891","2072","135.6","56.06","0.00","37.95","4","-1.2911","0","27.04"
"42.910","2073","135.6","56.06","0.00","37.95","4","-1.3104","0","26.79"
"42.930","2074","135.6","56.06","0.00","37.95","4","-1.3519","0","26.56"
"42.949","2075","135.6","56.06","0.00","37.95","4","-1.4423","0","26.38"
"42.969","2075","135.6","56.06","0.00","37.95","4","-1.4046","0","26.13"
"42.988","2076","135.6","56.06","0.00","37.95","4","-1.4504","0","25.85"
"43.008","2077","135.6","56.06","0.00","37.95","4","-1.5238","0","25.54"
"43.027","2078","135.6","56.06","0.00","37.95","4","-1.5683","0","25.32"
"43.047","2078","135.6","56.06","0.00","37.95","4","-1.5737","0","25.15"
"43.066","2079","135.6","56.06","0.00","37.95","4","-1.5909","0","25.00"
"43.086","2080","135.6","56.06","0.00","37.95","4","-1.6320","0","24.90"
"43.105","2080","135.6","56.06","0.00","37.95","4","-1.5772","0","24.82"
"43.125","2081","135.6","56.06","0.00","37.95","4","-1.6238","0","24.56"
"43.145","2082","135.6","56.06","0.00","37.95","4","-1.5968","0","24.19"
"43.164","2083","135.6","56.34","0.00","37.98","4","-1.5688","0","23.75"
"43.184","2083","135.6","56.45","0.00","38.04","4","-1.5838","0","23.37"
"43.203","2084","135.6","56.45","0.00","38.13","4","-1.5666","0","23.24"
"43.223","2085","135.6","55.48","0.00","38.23","4","-1.5382","0","23.38"
"43.242","2086","135.6","53.79","0.00","38.37","4","-1.5528","0","23.74"
"43.262","2086","135.6","54.09","0.00","38.50","4","-1.5506","0","24.24"
"43.281","2087","135.6","54.09","0.00","38.63","4","-1.5695","0","24.73"
"43.301","2088","135.6","54.09","0.00","38.72","4","-1.6007","0","25.10"
"43.320","2089","135.6","54.09","0.00","38.83","4","-1.5724","0","25.31"
"43.340","2089","135.5","54.09","0.00","38.92","4","-1.5509","0","25.31"
"43.359","2090","135.5","54.09","0.00","38.98","4","-1.5627","0","25.09"
"43.379","2091","135.5","54.09","0.00","39.01","4","-1.5688","0","24.75"
"43.398","2092","135.5","54.82","0.00","39.02","4","-1.5442","0","24.51"
"43.418","2092","135.5","56.96","0.00","39.03","4","-1.5282","0","24.55"
"43.438","2093","135.5","57.66","0.00","39.03","4","-1.5365","0","24.70"
"43.457","2094","135.5","58.56","0.00","39.03","4","-1.4802","0","24.76"
"43.477","2095","135.6","59.91","0.00","39.05","4","-1.5045","0","24.70"
"43.496","2095","135.6","60.34","0.00","39.11","4","-1.4727","0","24.59"
"43.516","2096","135.6","60.38","0.00","39.21","4","-1.4551","0","24.34"
"43.535","2097","135.6","60.38","0.00","39.38","4","-1.4501","0","23.97"
"43.555","2097","135.7","60.38","0.00","39.62","4","-1.4481","0","23.62"
"43.574","2098","135.7","60.38","0.00","39.93","4","-1.4643","0","23.42"
"43.594","2099","135.7","60.38","0.00","40.37","4","-1.4477","0","23.46"
"43.613","2100","135.8","60.38","0.00","40.86","4","-1.4647","0","23.73"
"43.633","2100","135.8","60.38","0.00","41.34","4","-1.4368","0","24.07"
"43.652","2101","135.8","60.38","0.00","41.76","4","-1.4701","0","24.38"
"43.672","2102","135.8","60.38","0.00","42.11","4","-1.4897","0","24.61"
"43.691","2103","135.8","60.38","0.00","42.34","4","-1.4930","0","24.72"
"43.711","2103","135.8","60.38","0.00","42.44","4","-1.4822","0","24.64"
"43.730","2104","135.9","60.38","0.00","42.44","4","-1.4542","0","24.34"
"43.750","2105","135.9","60.42","0.00","42.44","4","-1.4500","0","23.84"
"43.770","2106","135.9","60.77","0.00","42.44","4","-1.4618","0","23.26"
"43.789","2106","136.0","61.78","0.00","42.44","4","-1.3824","0","22.84"
"43.809","2107","136.0","63.10","0.00","42.44","4","-1.3564","0","22.64"
"43.828","2108","136.1","64.62","0.00","42.42","4","-1.3843","0","22.65"
"43.848","2109","136.1","66.55","0.00","42.38","4","-1.3844","0","22.89"
"43.867","2109","136.2","68.51","0.00","42.27","4","-1.3650","0","23.21"
"43.887","2110","136.2","70.17","0.00","42.13","4","-1.3824","0","23.42"
"43.906","2111","136.3","71.97","0.00","42.01","4","-1.4189","0","23.42"
"43.926","2112","136.4","73.35","0.00","41.87","4","-1.4049","0","23.28"
"43.945","2112","136.4","74.04","0.00","41.68","4","-1.3949","0","22.91"
"43.965","2113","136.5","75.03","0.00","41.45","4","-1.4135","0","22.49"
"43.984","2114","136.6","75.56","0.00","41.23","4","-1.3984","0","22.22"
"44.004","2115","136.7","76.04","0.00","41.02","4","-1.3964","0","22.07"
"44.023","2115","136.8","76.41","0.00","40.86","4","-1.4075","0","21.97"
"44.043","2116","136.9","76.49","0.00","40.75","4","-1.3924","0","21.86"
"44.063","2117","137.0","76.49","0.00","40.68","4","-1.3562","0","21.71"
"44.082","2118","137.1","76.49","0.00","40.62","4","-1.4108","0","21.43"
"44.102","2118","137.2","76.49","0.00","40.52","4","-1.4089","0","21.26"
"44.121","2119","137.3","76.49","0.00","40.38","4","-1.3805","0","21.19"
"44.141","2120","137.4","76.49","0.00","40.25","4","-1.3628","0","20.96"
"44.160","2121","137.6","76.49","0.00","40.08","4","-1.3577","0","20.63"
"44.180","2121","137.7","76.49","0.00","39.88","4","-1.3656","0","20.32"
"44.199","2122","137.8","76.49","0.00","39.63","4","-1.3595","0","20.15"
"44.219","2123","137.9","76.49","0.00","39.34","4","-1.3243","0","20.11"
"44.238","2124","138.0","76.49","0.00","39.03","4","-1.3343","0","20.11"
"44.258","2124","138.1","76.49","0.00","38.68","4","-1.3577","0","20.23"
"44.277","2125","138.2","76.49","0.00","38.32","4","-1.3857","0","20.28"
"44.297","2126","138.3","76.49","0.00","37.91","4","-1.3883","0","20.19"
"44.316","2127","138.4","76.49","0.00","37.51","4","-1.3925","0","19.83"
"44.336","2127","138.5","76.49","0.00","37.11","4","-1.3981","0","19.41"
"44.355","2128","138.6","76.76","0.00","36.70","4","-1.4028","0","19.11"
"44.375","2129","138.7","77.49","0.00","36.23","4","-1.4088","0","19.07"
"44.395","2130","138.8","78.33","0.00","35.61","4","-1.4165","0","19.31"
"44.414","2130","138.9","79.22","0.00","34.84","4","-1.4621","0","19.61"
"44.434","2131","139.0","79.57","0.00","33.82","4","-1.4975","0","19.92"
"44.453","2132","139.1","79.92","0.00","32.54","4","-1.5443","0","20.04"
"44.473","2133","139.2","80.02","0.00","31.01","4","-1.5538","0","20.05"
"44.492","2133","139.3","80.02","0.00","29.37","4","-1.5423","0","19.98"
"44.512","2134","139.4","80.02","0.00","27.72","4","-1.5315","0","19.84"
"44.531","2135","139.5","80.02","0.00","25.98","4","-1.5283","0","19.61"
"44.551","2136","139.7","80.02","0.00","24.10","4","-1.5321","0","19.29"
"44.570","2136","139.8","80.02","0.00","22.20","4","-1.5430","0","18.96"
"44.590","2137","139.9","80.02","0.00","20.38","4","-1.4428","0","18.79"
"44.609","2138","140.1","80.02","0.00","18.43","4","-1.4447","0","18.53"
"44.629","2139","140.2","80.28","0.00","16.58","4","-1.4644","0","18.25"
"44.648","2139","140.4","80.41","0.00","14.67","4","-1.4435","0","18.12"
"44.668","2140","140.5","80.41","0.00","12.83","4","-1.4176","0","18.10"
"44.688","2141","140.7","80.53","0.00","11.11","4","-1.4096","0","18.08"
"44.707","2142","140.8","81.07","0.00","9.36","4","-1.3815","0","18.09"
"44.727","2143","141.0","82.48","0.00","7.78","4","-1.3443","0","18.34"
"44.746","2143","141.2","84.55","0.00","6.27","4","-1.3609","0","18.58"
"44.766","2144","141.4","88.19","0.00","5.10","4","-1.3527","0","18.74"
"44.785","2145","141.6","91.18","0.00","4.19","4","-1.3216","0","18.96"
"44.805","2146","141.8","94.59","0.00","3.53","4","-1.3034","0","18.98"
"44.824","2146","142.0","98.03","0.00","3.10","4","-1.2729","0","18.80"
"44.844","2147","142.3","100.00","0.00","2.88","4","-1.2341","0","18.48"
"44.863","2148","142.5","100.00","0.00","2.83","4","-1.2272","0","18.00"
"44.883","2149","142.7","100.00","0.00","2.90","4","-1.2360","0","17.40"
"44.902","2150","143.0","100.00","0.00","3.09","4","-1.1946","0","17.13"
"44.922","2150","143.2","100.00","0.00","3.40","4","-1.1645","0","16.57"
"44.941","2151","143.5","100.00","0.00","3.76","4","-1.1520","0","16.30"
"44.961","2152","143.7","100.00","0.00","4.12","4","-1.1738","0","16.12"
"44.980","2153","143.9","100.00","0.00","4.43","4","-1.1595","0","16.12"
"45.000","2153","144.2","100.00","0.00","4.70","4","-1.1423","0","16.32"
"45.020","2154","144.4","100.00","0.00","4.92","4","-1.1797","0","16.68"
"45.039","2155","144.7","100.00","0.00","5.04","4","-1.2104","0","17.23"
"45.059","2156","144.9","100.00","0.00","5.08","4","-1.3010","0","17.59"
"45.078","2157","145.1","100.00","0.00","4.99","4","-1.2711","0","18.01"
"45.098","2157","145.4","100.00","0.00","4.83","4","-1.3059","0","17.95"
"45.117","2158","145.6","100.00","0.00","4.61","4","-1.2783","0","17.85"
"45.137","2159","145.9","100.00","0.00","4.34","4","-1.2888","0","17.57"
"45.156","2160","146.1","100.00","0.00","4.03","4","-1.2883","0","17.36"
"45.176","2161","146.4","100.00","0.00","3.72","4","-1.2451","0","17.40"
"45.195","2161","146.6","100.00","0.00","3.39","4","-1.2686","0","17.48"
"45.215","2162","146.9","100.00","0.00","3.09","4","-1.2200","0","17.88"
"45.234","2163","147.2","100.00","0.00","2.78","4","-1.2173","0","18.35"
"45.254","2164","147.4","100.00","0.00","2.50","4","-1.1757","0","18.70"
"45.273","2165","147.7","100.00","0.00","2.24","4","-1.1329","0","19.15"
"45.293","2165","148.0","100.00","0.00","2.00","4","-1.0971","0","19.31"
"45.313","2166","148.3","100.00","0.00","1.79","4","-1.0543","0","19.35"
"45.332","2167","148.5","100.00","0.00","1.61","4","-0.9889","0","19.54"
"45.352","2168","148.8","100.00","0.00","1.45","4","-0.9173","0","19.81"
"45.371","2169","149.1","100.00","0.00","1.33","4","-0.9013","0","20.04"
"45.391","2169","149.4","100.00","0.00","1.23","4","-0.8026","0","20.95"
"45.410","2170","149.7","100.00","0.00","1.12","4","-0.7646","0","21.81"
"45.430","2171","149.9","100.00","0.00","1.05","4","-0.7189","0","22.90"
"45.449","2172","150.2","100.00","0.00","0.99","4","-0.6596","0","24.29"
"45.469","2173","150.5","100.00","0.00","0.92","4","-0.6117","0","25.68"
"45.488","2174","150.8","100.00","0.00","0.86","4","-0.5625","0","26.87"
"45.508","2174","151.1","100.00","0.00","0.78","4","-0.4887","0","27.88"
"45.527","2175","151.4","100.00","0.00","0.69","4","-0.4271","0","28.71"
"45.547","2176","151.7","100.00","0.00","0.63","4","-0.3593","0","29.26"
"45.566","2177","152.0","100.00","0.00","0.60","4","-0.2875","0","29.31"
"45.586","2178","152.3","100.00","0.00","0.60","4","-0.2355","0","29.53"
"45.605","2179","152.6","100.00","0.00","0.62","4","-0.1867","0","30.01"
"45.625","2179","152.9","100.00","0.00","0.68","4","-0.1500","0","30.51"
"45.645","2180","153.2","100.00","0.00","0.78","4","-0.1281","0","31.23"
"45.664","2181","153.5","100.00","0.00","0.91","4","-0.1153","0","32.45"
"45.684","2182","153.8","100.00","0.00","1.05","4","-0.1097","0","33.95"
"45.703","2183","154.1","100.00","0.00","1.20","4","-0.1114","0","35.05"
"45.723","2184","154.3","100.00","0.00","1.40","4","-0.1208","0","36.46"
"45.742","2184","154.6","100.00","0.00","1.59","4","-0.1289","0","37.85"
"45.762","2185","154.9","100.00","0.00","1.78","4","-0.1462","0","38.82"
"45.781","2186","155.2","100.00","0.00","1.96","4","-0.1769","0","39.53"
"45.801","2187","155.5","100.00","0.00","2.12","4","-0.2047","0","40.03"
"45.820","2188","155.8","100.00","0.00","2.25","4","-0.2242","0","40.27"
"45.840","2189","156.1","100.00","0.00","2.34","4","-0.2503","0","40.17"
"45.859","2189","156.3","100.00","0.00","2.37","4","-0.2678","0","39.74"
"45.879","2190","156.6","100.00","0.00","2.37","4","-0.2811","0","39.19"
"45.898","2191","156.9","100.00","0.00","2.36","4","-0.3057","0","38.99"
"45.918","2192","157.2","100.00","0.00","2.33","4","-0.3166","0","38.76"
"45.938","2193","157.5","100.00","0.00","2.28","4","-0.3317","0","38.61"
"45.957","2194","157.8","100.00","0.00","2.22","4","-0.3509","0","38.83"
"45.977","2195","158.1","100.00","0.00","2.16","4","-0.3639","0","39.31"
"45.996","2196","158.4","100.00","0.00","2.10","4","-0.3727","0","39.62"
"46.016","2196","158.6","100.00","0.00","2.04","4","-0.3974","0","39.66"
"46.035","2197","158.9","100.00","0.00","2.00","4","-0.3879","0","40.08"
"46.055","2198","159.2","100.00","2.29","1.98","4","-0.4051","0","40.64"
"46.074","2199","159.4","94.48","10.30","1.97","4","-0.4103","0","40.91"
"46.094","2200","159.5","82.73","22.72","1.96","4","-0.4167","0","41.16"
"46.113","2201","159.4","64.03","37.71","1.96","4","-0.4169","0","41.43"
"46.133","2202","159.1","43.82","50.65","1.96","4","-0.4129","0","41.62"
"46.152","2202","158.6","27.17","57.63","1.96","0","-0.4176","0","41.72"
"46.172","2203","157.9","10.33","60.58","1.96","0","-0.4258","0","42.00"
"46.191","2204","157.2","0.24","62.31","1.96","0","-0.3968","0","42.56"
"46.211","2205","156.5","0.00","62.35","1.97","0","-0.4045","0","43.34"
"46.230","2206","155.7","0.00","62.35","1.99","3","-0.4140","0","44.24"
"46.250","2207","155.0","0.00","64.15","2.01","3","-0.4228","0","45.11"
"46.270","2208","154.3","0.00","65.97","2.02","3","-0.4405","0","45.78"
"46.289","2208","153.5","0.00","67.85","2.02","3","-0.4660","0","46.15"
"46.309","2209","152.7","0.00","70.21","2.02","3","-0.4971","0","46.22"
"46.328","2210","151.8","0.00","71.80","2.02","3","-0.5403","0","45.97"
"46.348","2211","151.0","0.00","74.56","2.02","3","-0.5869","0","45.20"
"46.367","2212","150.1","0.00","77.01","2.00","3","-0.6201","0","43.77"
"46.387","2213","149.2","0.00","78.19","1.97","3","-0.6480","0","42.41"
"46.406","2213","148.3","0.00","78.45","1.92","3","-0.6799","0","41.72"
"46.426","2214","147.4","0.00","78.45","1.87","3","-0.7077","0","41.81"
"46.445","2215","146.5","0.00","78.45","1.81","3","-0.7345","0","42.48"
"46.465","2216","145.5","0.00","78.45","1.73","3","-0.7611","0","43.37"
"46.484","2217","144.6","0.00","78.45","1.66","3","-0.7769","0","44.12"
"46.504","2217","143.7","0.00","78.45","1.59","3","-0.7744","0","44.55"
"46.523","2218","142.8","0.00","78.45","1.52","3","-0.7574","0","44.52"
"46.543","2219","141.9","0.00","78.77","1.43","3","-0.7396","0","44.08"
"46.563","2220","141.0","0.00","78.84","1.36","3","-0.7287","0","43.44"
"46.582","2220","140.1","0.00","79.06","1.29","3","-0.7071","0","42.74"
"46.602","2221","139.2","0.00","79.24","1.24","3","-0.6697","0","42.14"
"46.621","2222","138.4","0.00","79.24","1.22","3","-0.6258","0","41.80"
"46.641","2223","137.5","0.00","79.24","1.23","3","-0.5943","0","41.74"
"46.660","2223","136.7","0.00","79.24","1.27","3","-0.5946","0","41.93"
"46.680","2224","135.8","0.00","79.24","1.34","3","-0.6020","0","42.37"
"46.699","2225","134.9","0.00","79.24","1.44","3","-0.6120","0","42.97"
"46.719","2226","134.1","0.00","79.24","1.55","0","-0.6630","0","43.59"
"46.738","2226","133.2","0.00","79.24","1.66","0","-0.7221","0","44.15"
"46.758","2227","132.3","0.00","79.24","1.79","0","-0.7586","0","44.59"
"46.777","2228","131.4","0.00","79.24","1.93","0","-0.7889","0","44.79"
"46.797","2228","130.5","0.00","79.24","2.07","2","-0.8324","0","44.62"
"46.816","2229","129.6","0.00","79.24","2.18","2","-0.8559","0","44.14"
"46.836","2230","128.6","0.00","79.24","2.28","2","-0.8470","0","43.59"
"46.855","2231","127.7","0.00","79.24","2.32","2","-0.8657","0","43.08"
"46.875","2231","126.8","0.00","79.24","2.34","2","-0.8539","0","42.74"
"46.895","2232","125.9","0.00","79.24","2.34","2","-0.8284","0","42.54"
"46.914","2233","125.0","0.00","79.44","2.34","2","-0.8042","0","42.39"
"46.934","2233","124.1","0.00","79.63","2.34","2","-0.7677","0","42.26"
"46.953","2234","123.2","0.00","79.63","2.34","2","-0.7234","0","42.14"
"46.973","2235","122.4","0.00","79.63","2.35","2","-0.7023","0","41.99"
"46.992","2235","121.5","0.00","79.63","2.39","2","-0.6545","0","41.98"
"47.012","2236","120.7","0.00","79.63","2.43","2","-0.6423","0","42.07"
"47.031","2237","119.9","0.00","79.63","2.48","2","-0.6184","0","42.32"
"47.051","2237","119.0","0.00","79.63","2.53","2","-0.6177","0","42.62"
"47.070","2238","118.2","0.00","79.63","2.59","2","-0.6212","0","42.94"
"47.090","2239","117.4","0.00","79.82","2.66","2","-0.6378","0","43.17"
"47.109","2239","116.5","0.00","80.07","2.73","2","-0.6659","0","43.25"
"47.129","2240","115.6","0.00","80.02","2.82","2","-0.6879","0","43.22"
"47.148","2240","114.7","0.00","80.02","2.92","2","-0.7254","0","43.02"
"47.168","2241","113.8","0.00","80.02","3.07","2","-0.7307","0","42.71"
"47.188","2242","112.9","0.00","80.02","3.24","0","-0.7924","0","42.25"
"47.207","2242","112.1","0.00","80.02","3.45","0","-0.8239","0","41.76"
"47.227","2243","111.3","0.00","80.02","3.72","0","-0.8296","0","41.24"
"47.246","2244","110.4","0.00","80.02","4.07","0","-0.8293","0","40.67"
"47.266","2244","109.6","0.00","80.02","4.45","0","-0.7522","0","40.16"
"47.285","2245","108.7","0.00","80.02","4.87","1","-0.6074","0","39.96"
"47.305","2245","107.7","0.00","80.02","5.31","1","-0.6637","0","40.24"
"47.324","2246","106.8","0.00","80.02","5.76","1","-0.7085","0","41.03"
"47.344","2246","105.8","0.00","80.02","6.24","1","-0.7810","0","41.86"
"47.363","2247","105.0","0.00","80.02","6.73","1","-0.8727","0","42.24"
"47.383","2248","104.1","0.00","80.02","7.18","1","-0.9419","0","41.98"
"47.402","2248","103.4","0.00","80.02","7.58","1","-0.9833","0","41.15"
"47.422","2249","102.7","0.00","80.02","7.94","1","-1.0101","0","39.97"
"47.441","2249","102.0","0.00","80.02","8.25","1","-1.0316","0","38.74"
"47.461","2250","101.2","0.00","80.02","8.46","1","-1.0447","0","37.73"
"47.480","2250","100.5","0.00","80.02","8.60","1","-1.0560","0","37.29"
"47.500","2251","99.7","0.00","80.02","8.68","1","-1.0566","0","37.13"
"47.520","2251","98.9","0.00","80.02","8.71","1","-1.0700","0","36.71"
"47.539","2252","98.1","0.00","80.02","8.73","1","-1.0574","0","36.17"
"47.559","2253","97.4","0.00","80.02","8.75","1","-1.0584","0","35.81"
"47.578","2253","96.6","0.00","77.84","8.82","1","-1.0734","0","35.69"
"47.598","2254","95.8","0.00","73.96","8.97","1","-1.0958","0","35.61"
"47.617","2254","95.0","0.00","72.26","9.20","1","-1.1348","0","35.25"
"47.637","2255","94.2","0.00","70.95","9.50","1","-1.1441","0","34.71"
"47.656","2255","93.5","0.00","69.92","9.84","1","-1.1691","0","34.23"
"47.676","2256","92.8","0.00","68.26","10.26","1","-1.1791","0","33.87"
"47.695","2256","92.1","0.00","67.32","10.70","1","-1.1980","0","33.56"
"47.715","2257","91.4","0.00","65.33","11.14","1","-1.2248","0","33.20"
"47.734","2257","90.8","0.00","62.57","11.51","1","-1.2359","0","32.79"
"47.754","2258","90.1","0.00","60.07","11.75","1","-1.2369","0","32.48"
"47.773","2258","89.5","0.00","58.03","11.87","1","-1.2480","0","32.41"
"47.793","2259","88.8","0.00","55.79","11.84","1","-1.2361","0","32.26"
"47.813","2259","88.2","0.00","52.34","11.63","1","-1.2400","0","31.68"
"47.832","2260","87.6","0.00","44.55","11.12","1","-1.2610","0","31.60"
"47.852","2260","87.0","0.00","35.47","10.41","1","-1.2728","0","31.47"
"47.871","2260","86.4","0.00","27.77","9.64","1","-1.3080","0","30.97"
"47.891","2261","85.9","0.00","23.97","8.79","1","-1.3447","0","30.48"
"47.910","2261","85.4","0.00","23.34","7.82","1","-1.3598","0","29.93"
"47.930","2262","84.9","0.00","23.08","6.76","1","-1.3722","0","29.03"
"47.949","2262","84.5","0.00","21.95","5.79","1","-1.4222","0","28.15"
"47.969","2263","84.1","0.00","20.22","4.92","1","-1.4163","0","27.51"
"47.988","2263","83.7","0.00","19.50","4.27","1","-1.3749","0","26.88"
"48.008","2264","83.3","0.00","18.80","3.75","1","-1.3953","0","26.49"
"48.027","2264","82.9","0.00","18.60","3.48","1","-1.3674","0","26.46"
"48.047","2265","82.6","0.00","19.18","3.46","1","-1.3531","0","26.48"
"48.066","2265","82.2","0.00","19.93","3.68","1","-1.3651","0","26.66"
"48.086","2266","81.8","0.00","20.58","4.13","1","-1.3648","0","26.96"
"48.105","2266","81.4","0.00","22.18","4.78","1","-1.3512","0","26.88"
"48.125","2266","81.1","0.00","24.94","5.57","1","-1.3614","0","26.82"
"48.145","2267","80.7","0.00","26.68","6.52","1","-1.3572","0","26.06"
"48.164","2267","80.3","0.00","31.28","7.56","1","-1.3448","0","25.59"
"48.184","2268","79.8","0.00","34.39","8.65","1","-1.3262","0","25.29"
"48.203","2268","79.4","0.00","36.10","9.67","1","-1.2947","0","25.24"
"48.223","2269","78.9","0.00","37.24","10.70","1","-1.2585","0","25.46"
"48.242","2269","78.5","0.00","38.17","11.74","1","-1.2225","0","25.83"
"48.262","2269","78.0","0.00","38.73","12.69","1","-1.1882","0","26.30"
"48.281","2270","77.5","0.00","38.73","13.56","1","-1.1851","0","27.11"
"48.301","2270","77.0","0.00","38.73","14.33","1","-1.1739","0","27.82"
"48.320","2271","76.5","0.00","33.07","15.06","1","-1.1902","0","28.66"
"48.340","2271","76.1","0.00","26.77","15.78","1","-1.2135","0","29.36"
"48.359","2272","75.7","0.00","20.95","16.48","1","-1.2262","0","29.81"
"48.379","2272","75.3","0.00","16.30","17.18","1","-1.2257","0","30.18"
"48.398","2272","75.0","0.00","12.23","17.84","1","-1.2393","0","30.38"
"48.418","2273","74.8","0.00","7.25","18.44","1","-1.2901","0","30.64"
"48.438","2273","74.5","0.00","1.27","18.96","1","-1.3413","0","32.26"
"48.457","2274","74.3","0.00","0.06","19.52","1","-1.3461","0","32.21"
"48.477","2274","74.2","0.00","0.00","19.97","1","-1.3460","0","31.86"
"48.496","2274","74.0","0.00","0.00","20.44","1","-1.4507","0","31.75"
"48.516","2275","73.9","0.00","0.00","20.96","1","-1.4095","0","32.23"
"48.535","2275","73.7","0.00","0.00","21.59","1","-1.4340","0","31.19"
"48.555","2276","73.6","0.00","0.00","22.30","1","-1.5074","0","30.15"
"48.574","2276","73.4","0.00","0.00","23.05","1","-1.4488","0","30.62"
"48.594","2276","73.3","0.00","0.00","23.82","1","-1.3797","0","29.04"
"48.613","2277","73.2","0.00","0.00","24.59","1","-1.5652","0","27.57"
"48.633","2277","73.0","0.00","0.00","25.34","1","-1.3919","0","28.12"
"48.652","2278","72.8","0.00","0.00","26.03","1","-1.3857","0","25.79"
"48.672","2278","72.7","0.00","0.00","26.69","1","-1.4651","0","26.33"
"48.691","2278","72.5","0.00","0.00","27.34","1","-1.3782","0","26.19"
"48.711","2279","72.4","0.00","0.00","27.98","1","-1.3757","0","25.30"
"48.730","2279","72.2","0.00","0.00","28.62","1","-1.5341","0","25.46"
"48.750","2280","72.0","0.00","0.00","29.26","1","-1.4186","0","25.69"
"48.770","2280","71.9","0.00","0.00","29.81","1","-1.3839","0","24.88"
"48.789","2280","71.7","0.00","0.00","30.42","1","-1.7115","0","24.20"
"48.809","2281","71.5","0.00","0.00","31.03","1","-1.5733","0","24.82"
"48.828","2281","71.3","0.00","0.00","31.63","1","-1.5640","0","24.46"
"48.848","2281","71.1","0.00","0.00","32.17","1","-1.6243","0","23.13"
"48.867","2282","70.9","0.00","0.00","32.68","1","-1.6162","0","22.38"
"48.887","2282","70.7","0.00","0.00","33.22","1","-1.5744","0","22.16"
"48.906","2283","70.5","0.00","0.00","33.72","1","-1.6124","0","20.96"
"48.926","2283","70.3","0.09","0.00","34.11","1","-1.6055","0","19.86"
"48.945","2283","70.2","1.48","0.00","34.53","1","-1.5579","0","18.91"
"48.965","2284","70.0","5.45","0.00","34.97","1","-1.5437","0","18.25"
"48.984","2284","69.8","9.08","0.00","35.37","1","-1.6575","0","17.56"
"49.004","2285","69.7","12.56","0.00","35.71","1","-1.5310","0","16.81"
"49.023","2285","69.6","15.32","0.00","35.99","1","-1.5005","0","16.32"
"49.043","2285","69.6","16.62","0.00","36.22","1","-1.5975","0","16.37"
"49.063","2286","69.5","17.37","0.00","36.36","1","-1.5478","0","16.60"
"49.082","2286","69.5","20.25","0.00","36.37","1","-1.5496","0","16.08"
"49.102","2286","69.5","20.94","0.00","36.35","1","-1.3742","0","15.58"
"49.121","2287","69.4","21.64","0.00","36.35","1","-1.5386","0","15.63"
"49.141","2287","69.5","23.04","0.00","36.33","1","-1.5073","0","18.20"
"49.160","2288","69.5","23.89","0.00","36.25","1","-1.5454","0","18.70"
"49.180","2288","69.5","24.13","0.00","36.09","1","-1.4572","0","18.14"
"49.199","2288","69.5","24.13","0.00","35.89","1","-1.4106","0","17.67"
"49.219","2289","69.5","24.22","0.00","35.69","1","-1.5461","0","17.42"
"49.238","2289","69.6","24.76","0.00","35.52","1","-1.4943","0","17.92"
"49.258","2289","69.7","26.50","0.00","35.42","1","-1.5991","0","19.40"
"49.277","2290","69.8","28.24","0.00","35.34","1","-1.3620","0","18.98"
"49.297","2290","69.8","28.73","0.00","35.27","1","-1.4773","0","19.04"
