,Distance,Turn Radius
1188,1133.0,3661.9949
1189,1134.0,3700.2307
1190,1135.0,4029.096
1191,1137.0,4837.218
1192,1138.0,6308.645
1193,1139.0,7670.534
1194,1141.0,8398.726
1195,1142.0,8382.241
1196,1143.0,8111.4473
1197,1145.0,7714.898
1198,1146.0,7444.1147
1199,1147.0,9417.928
1200,1149.0,11895.997
1201,1150.0,23375.635
1202,1151.0,-668423.25
1203,1153.0,-38383.61
1204,1154.0,-23105.812
1205,1155.0,-16471.309
1206,1157.0,-14151.103
1207,1158.0,-12472.182
1208,1159.0,-10055.256
1209,1161.0,-7752.561
1210,1162.0,-6435.757
1211,1163.0,-5750.6245
1212,1165.0,-5869.7114
1213,1166.0,-6780.5625
1214,1167.0,-7701.9365
1215,1169.0,-7338.3164
1216,1170.0,-7367.1055
1217,1171.0,-6142.6646
1218,1173.0,-5781.199
1219,1174.0,-6862.933
1220,1175.0,-8973.609
1221,1177.0,-11396.031
1222,1178.0,-12987.814
1223,1179.0,-11082.776
1224,1181.0,-6626.468
1225,1182.0,-5678.1753
1226,1183.0,-5453.1997
1227,1185.0,-5719.7954
1228,1186.0,-7167.0386
1229,1187.0,-9411.259
1230,1189.0,-11067.243
1231,1190.0,-12483.5
1232,1191.0,-10343.826
1233,1193.0,-8874.277
1234,1194.0,-8314.342
1235,1195.0,-9041.714
1236,1196.0,-12200.649
1237,1198.0,-16550.766
1238,1199.0,-25679.846
1239,1200.0,175182.34
1240,1201.0,21176.182
1241,1203.0,15458.116
1242,1204.0,12714.401
1243,1205.0,11349.483
1244,1206.0,8974.976
1245,1208.0,6785.037
1246,1209.0,5405.6694
1247,1210.0,4546.2524
1248,1211.0,3836.3657
1249,1213.0,3448.604
1250,1214.0,3554.0322
1251,1215.0,3664.8005
1252,1216.0,3939.31
1253,1217.0,4801.985
1254,1218.0,6584.287
1255,1220.0,9174.312
1256,1221.0,12050.356
1257,1222.0,16024.217
1258,1223.0,11570.227
1259,1224.0,10965.142
1260,1225.0,10987.827
1261,1227.0,12625.409
1262,1228.0,20716.959
1263,1229.0,33724.754
1264,1230.0,22490.285
1265,1231.0,196722.64
1267,1233.0,-84260.336
1268,1235.0,407159.72
1269,1236.0,-119575.2
1270,1237.0,-47759.855
1271,1238.0,-50339.96
1272,1239.0,-54190.555
1273,1240.0,-94483.195
1274,1241.0,61796.42
1275,1242.0,-66561.38
1276,1243.0,-18059.246
1277,1244.0,-7828.6753
1278,1245.0,-4893.9736
1279,1246.0,-3890.3801
1280,1247.0,-3537.205
1281,1248.0,-3487.279
1282,1250.0,-4416.391
1283,1251.0,-5549.9683
1284,1252.0,-5780.8037
1285,1253.0,-6184.9067
1286,1254.0,-6456.5366
1287,1255.0,-6107.7876
1288,1256.0,-5483.311
1289,1257.0,-5238.4946
1290,1258.0,-5892.2104
1291,1259.0,-8940.959
1292,1260.0,-10143.6875
1293,1261.0,-11958.712
1294,1262.0,-12987.698
1295,1263.0,-10286.461
1296,1264.0,-8815.915
1297,1265.0,-11540.898
1298,1266.0,-13734.431
1299,1266.0,-11414.3
1300,1267.0,-22409.428
1301,1268.0,-17322.28
1302,1269.0,-15152.414
1303,1270.0,-15109.919
1304,1271.0,-17313.084
1305,1272.0,-45623.152
1306,1273.0,23269.176
1307,1274.0,14709.487
1308,1275.0,6178.8696
1309,1276.0,4246.0874
1310,1277.0,3074.3481
1311,1278.0,2305.352
1312,1278.0,1808.5603
1313,1279.0,1459.383
1314,1280.0,1216.1046
1315,1281.0,1105.8683
1316,1282.0,906.2228
1317,1283.0,851.7467
1318,1284.0,765.62585
1319,1285.0,683.7332
1320,1285.0,627.95905
1321,1286.0,573.6664
1322,1287.0,507.462
1323,1288.0,462.42725
1324,1289.0,418.6205
1325,1290.0,377.05356
1326,1291.0,351.59222
1327,1291.0,333.26663
1328,1292.0,312.6156
1329,1293.0,288.50128
1330,1294.0,266.31018
1331,1295.0,252.87262
1332,1295.0,240.24329
1333,1296.0,236.72487
1334,1297.0,219.76306
1335,1298.0,211.96515
1336,1299.0,204.72655
1337,1299.0,199.1433
1338,1300.0,198.73674
1339,1301.0,195.11392
1340,1302.0,189.68967
1341,1303.0,188.63712
1342,1303.0,192.27295
1343,1304.0,191.70006
1344,1305.0,194.79868
1345,1306.0,197.40067
1346,1306.0,191.84653
1347,1307.0,184.70528
1348,1308.0,186.4394
1349,1309.0,169.57828
1350,1309.0,159.12268
1351,1310.0,153.65244
1352,1311.0,148.15778
1353,1312.0,142.90198
1354,1312.0,140.14926
1355,1313.0,139.95
1356,1314.0,139.876
1357,1315.0,139.31816
1358,1315.0,138.40472
1359,1316.0,139.17407
1360,1317.0,138.2971
1361,1317.0,135.37912
1362,1318.0,133.8231
1363,1319.0,134.45242
1364,1320.0,132.1207
1365,1320.0,130.8808
1366,1321.0,133.7015
1367,1322.0,130.0945
1368,1322.0,127.7419
1369,1323.0,126.51293
1370,1324.0,123.256
1371,1325.0,119.143295
1372,1325.0,118.325356
1373,1326.0,114.16827
1374,1327.0,109.81693
1375,1327.0,109.22988
1376,1328.0,103.654495
1377,1329.0,100.34044
1378,1329.0,96.79566
1379,1330.0,91.58707
1380,1331.0,87.96381
1381,1331.0,84.71552
1382,1332.0,80.49648
1383,1333.0,79.044975
1384,1333.0,76.08612
1385,1334.0,74.781715
1386,1335.0,73.755936
1387,1335.0,72.44735
1388,1336.0,72.25934
1389,1337.0,71.49201
1390,1337.0,72.01882
1391,1338.0,71.841415
1392,1339.0,71.864944
1393,1339.0,71.84881
1394,1340.0,71.24121
1395,1341.0,70.46114
1396,1341.0,69.51104
1397,1342.0,67.76647
1398,1342.0,67.62492
1399,1343.0,66.02358
1400,1344.0,66.44352
1401,1344.0,66.566475
1402,1345.0,65.435875
1403,1346.0,65.40489
1404,1346.0,66.53815
1405,1347.0,65.28683
1406,1347.0,65.37105
1407,1348.0,65.039055
1408,1349.0,63.471077
1409,1349.0,64.03337
1410,1350.0,62.519806
1411,1350.0,61.284946
1412,1351.0,61.43006
1413,1352.0,60.599895
1414,1352.0,59.508858
1415,1353.0,60.315342
1416,1353.0,58.547012
1417,1354.0,59.01878
1418,1355.0,57.506786
1419,1355.0,56.3872
1420,1356.0,56.00124
1421,1356.0,54.750736
1422,1357.0,53.85244
1423,1358.0,52.97025
1424,1358.0,52.7745
1425,1359.0,53.313457
1426,1359.0,53.452606
1427,1360.0,53.722992
1428,1360.0,54.071396
1429,1361.0,54.37791
1430,1362.0,55.14768
1431,1362.0,56.12559
1432,1363.0,55.585217
1433,1363.0,56.71031
1434,1364.0,55.873947
1435,1365.0,55.922913
1436,1365.0,57.50061
1437,1366.0,58.646114
1438,1366.0,58.37487
1439,1367.0,58.584576
1440,1367.0,58.588104
1441,1368.0,58.595753
1442,1369.0,58.363194
1443,1369.0,58.801548
1444,1370.0,60.10801
1445,1370.0,61.772827
1446,1371.0,63.00341
1447,1372.0,63.37489
1448,1372.0,63.74844
1449,1373.0,64.41081
1450,1373.0,64.007515
1451,1374.0,64.06823
1452,1375.0,64.74667
1453,1375.0,65.45234
1454,1376.0,66.29549
1455,1376.0,67.6775
1456,1377.0,69.34179
1457,1378.0,71.49494
1458,1378.0,72.79383
1459,1379.0,72.97972
1460,1379.0,72.12553
1461,1380.0,71.47082
1462,1381.0,71.3724
1463,1381.0,70.904205
1464,1382.0,69.34988
1465,1383.0,67.96376
1466,1383.0,67.677635
1467,1384.0,68.2435
1468,1384.0,69.03969
1469,1385.0,69.87674
1470,1386.0,69.9694
1471,1386.0,69.049194
1472,1387.0,66.85715
1473,1388.0,65.7468
1474,1388.0,65.09099
1475,1389.0,64.54833
1476,1389.0,65.39196
1477,1390.0,66.649635
1478,1391.0,66.894936
1479,1391.0,66.17209
1480,1392.0,65.090485
1481,1393.0,63.35424
1482,1393.0,64.260475
1483,1394.0,64.67582
1484,1395.0,65.81018
1485,1395.0,66.61216
1486,1396.0,67.414215
1487,1397.0,69.14488
1488,1397.0,71.38007
1489,1398.0,73.933846
1490,1398.0,77.65013
1491,1399.0,81.96501
1492,1400.0,87.15012
1493,1400.0,93.094604
1494,1401.0,98.354
1495,1402.0,101.86201
1496,1402.0,105.56935
1497,1403.0,113.64422
1498,1404.0,121.38775
1499,1404.0,127.73262
1500,1405.0,139.44435
1501,1406.0,157.43713
1502,1407.0,177.38676
1503,1407.0,198.31908
1504,1408.0,226.82224
1505,1409.0,261.06647
1506,1409.0,294.7513
1507,1410.0,304.47043
1508,1411.0,317.81497
1509,1411.0,324.5265
1510,1412.0,307.3745
1511,1413.0,283.31076
1512,1413.0,270.18167
1513,1414.0,254.45012
1514,1415.0,235.63107
1515,1416.0,217.43513
1516,1416.0,203.35172
1517,1417.0,183.52988
1518,1418.0,172.18939
1519,1418.0,166.78366
1520,1419.0,160.25388
1521,1420.0,155.9846
1522,1421.0,159.95583
1523,1421.0,165.4697
1524,1422.0,168.61926
1525,1423.0,173.17862
1526,1423.0,178.31311
1527,1424.0,182.78659
1528,1425.0,189.18913
1529,1426.0,196.32315
1530,1426.0,189.85947
1531,1427.0,195.32578
1532,1428.0,202.68839
1533,1429.0,199.63707
1534,1429.0,193.59537
1535,1430.0,188.9521
1536,1431.0,181.69531
1537,1432.0,168.42935
1538,1432.0,158.22513
1539,1433.0,150.8604
1540,1434.0,141.24248
1541,1435.0,137.0085
1542,1435.0,136.54018
1543,1436.0,137.85612
1544,1437.0,142.22801
1545,1438.0,153.68956
1546,1439.0,171.83154
1547,1439.0,171.79372
1548,1440.0,175.79033
1549,1441.0,173.05988
1550,1442.0,165.89404
1551,1442.0,154.27559
1552,1443.0,141.22252
1553,1444.0,132.55865
1554,1445.0,130.46396
1555,1446.0,126.09232
1556,1446.0,129.33473
1557,1447.0,129.0036
1558,1448.0,135.20001
1559,1449.0,141.82349
1560,1450.0,151.18323
1561,1450.0,168.4421
1562,1451.0,187.96542
1563,1452.0,182.57085
1564,1453.0,176.62465
1565,1454.0,173.57356
1566,1454.0,167.59702
1567,1455.0,158.38907
1568,1456.0,153.2196
1569,1457.0,151.96768
1570,1458.0,149.86874
1571,1458.0,151.0306
1572,1459.0,158.42737
1573,1460.0,164.59839
1574,1461.0,170.70152
1575,1462.0,179.03584
1576,1463.0,188.9135
1577,1463.0,199.80894
1578,1464.0,211.53706
1579,1465.0,225.01181
1580,1466.0,245.00237
1581,1467.0,263.36868
1582,1467.0,276.6794
1583,1468.0,288.0509
1584,1469.0,295.21136
1585,1470.0,291.41748
1586,1471.0,275.53125
1587,1472.0,256.18243
1588,1473.0,237.61003
1589,1473.0,219.97809
1590,1474.0,210.75832
1591,1475.0,199.80191
1592,1476.0,192.54442
1593,1477.0,187.51022
1594,1478.0,181.2124
1595,1478.0,174.68326
1596,1479.0,173.33746
1597,1480.0,168.8876
1598,1481.0,170.71037
1599,1482.0,171.73962
1600,1483.0,171.72945
1601,1484.0,174.74252
1602,1484.0,178.75873
1603,1485.0,180.51566
1604,1486.0,187.00983
1605,1487.0,184.02974
1606,1488.0,186.6954
1607,1489.0,180.70496
1608,1490.0,176.6326
1609,1491.0,171.04979
1610,1491.0,165.64847
1611,1492.0,162.31825
1612,1493.0,157.63309
1613,1494.0,156.08728
1614,1495.0,155.13177
1615,1496.0,157.36983
1616,1497.0,161.21223
1617,1498.0,167.63373
1618,1498.0,175.07835
1619,1499.0,182.94553
1620,1500.0,192.47112
1621,1501.0,198.2481
1622,1502.0,206.3604
1623,1503.0,207.15698
1624,1504.0,203.63782
1625,1505.0,195.04533
1626,1506.0,185.78697
1627,1507.0,177.19788
1628,1507.0,168.27837
1629,1508.0,159.50871
1630,1509.0,153.94714
1631,1510.0,148.44502
1632,1511.0,145.54085
1633,1512.0,145.62819
1634,1513.0,148.06927
1635,1514.0,150.69545
1636,1515.0,153.01134
1637,1516.0,155.92084
1638,1517.0,154.88318
1639,1517.0,150.98164
1640,1518.0,155.44884
1641,1519.0,152.82219
1642,1520.0,152.9549
1643,1521.0,155.44205
1644,1522.0,154.39038
1645,1523.0,153.11784
1646,1524.0,154.11739
1647,1525.0,146.80103
1648,1526.0,149.17494
1649,1527.0,146.79031
1650,1528.0,146.64423
1651,1529.0,145.78119
1652,1529.0,142.59973
1653,1530.0,141.77087
1654,1531.0,137.73044
1655,1532.0,138.89052
1656,1533.0,141.63257
1657,1534.0,143.23294
1658,1535.0,142.38069
1659,1536.0,142.88686
1660,1537.0,144.75313
1661,1538.0,143.70113
1662,1539.0,140.25824
1663,1540.0,141.5704
1664,1541.0,141.16716
1665,1542.0,140.0175
1666,1543.0,142.10123
1667,1544.0,146.16606
1668,1545.0,150.88937
1669,1545.0,154.37032
1670,1546.0,152.9818
1671,1547.0,152.54211
1672,1548.0,150.76765
1673,1549.0,151.17978
1674,1550.0,147.98296
1675,1551.0,145.32732
1676,1552.0,143.74507
1677,1553.0,142.81348
1678,1554.0,144.58144
1679,1555.0,146.7126
1680,1556.0,149.9794
1681,1557.0,156.23518
1682,1558.0,163.57076
1683,1559.0,176.32976
1684,1560.0,188.91034
1685,1561.0,196.77007
1686,1562.0,203.10933
1687,1563.0,199.7206
1688,1564.0,194.61678
1689,1565.0,187.4936
1690,1566.0,175.06906
1691,1567.0,167.90123
1692,1568.0,162.24907
1693,1569.0,155.7659
1694,1570.0,151.891
1695,1570.0,150.80775
1696,1571.0,147.16092
1697,1572.0,149.53345
1698,1573.0,153.41711
1699,1574.0,155.62546
1700,1575.0,157.80315
1701,1576.0,159.49913
1702,1577.0,159.8278
1703,1578.0,161.73262
1704,1579.0,167.94807
1705,1580.0,173.70822
1706,1581.0,172.4918
1707,1582.0,174.26366
1708,1583.0,177.14665
1709,1584.0,178.53873
1710,1585.0,178.31435
1711,1586.0,176.65143
1712,1587.0,175.02623
1713,1588.0,177.95729
1714,1589.0,168.40443
1715,1590.0,163.68565
1716,1591.0,159.20497
1717,1592.0,157.00784
1718,1593.0,158.7668
1719,1594.0,164.29611
1720,1595.0,174.39978
1721,1596.0,182.79655
1722,1597.0,184.52917
1723,1598.0,189.76886
1724,1599.0,194.90031
1725,1600.0,197.44362
1726,1601.0,195.80241
1727,1602.0,192.01872
1728,1603.0,192.25665
1729,1604.0,193.62906
1730,1605.0,194.97571
1731,1606.0,196.49442
1732,1607.0,198.89507
1733,1608.0,198.42514
1734,1609.0,197.5543
1735,1610.0,198.63614
1736,1611.0,199.35179
1737,1612.0,202.91043
1738,1613.0,208.00626
1739,1614.0,214.93405
1740,1615.0,224.74594
1741,1616.0,234.2179
1742,1617.0,244.12325
1743,1618.0,255.2167
1744,1619.0,265.13873
1745,1620.0,276.60364
1746,1621.0,296.038
1747,1622.0,316.34805
1748,1623.0,333.04034
1749,1624.0,349.35458
1750,1625.0,362.94232
1751,1626.0,368.501
1752,1627.0,366.53717
1753,1628.0,366.15134
1754,1629.0,368.00742
1755,1630.0,370.96802
1756,1631.0,367.9136
1757,1632.0,364.30093
1758,1633.0,365.55545
1759,1634.0,368.07147
1760,1635.0,365.91074
1761,1636.0,362.98416
1762,1637.0,365.0296
1763,1639.0,381.15375
1764,1640.0,390.74063
1765,1641.0,384.48465
1766,1642.0,374.94626
1767,1643.0,368.71097
1768,1644.0,365.78275
1769,1645.0,367.59204
1770,1646.0,377.1156
1771,1647.0,367.00073
1772,1648.0,357.9429
1773,1649.0,350.63678
1774,1650.0,347.72067
1775,1651.0,351.0349
1776,1652.0,360.99432
1777,1653.0,374.75943
1778,1654.0,382.9736
1779,1655.0,374.6752
1780,1656.0,365.55295
1781,1657.0,346.72446
1782,1658.0,337.73233
1783,1659.0,331.23996
1784,1660.0,329.20984
1785,1661.0,337.65314
1786,1663.0,341.49094
1787,1664.0,353.85
1788,1665.0,356.71967
1789,1666.0,372.60278
1790,1667.0,378.4629
1791,1668.0,390.69537
1792,1669.0,402.98126
1793,1670.0,402.6335
1794,1671.0,412.13364
1795,1672.0,409.0898
1796,1673.0,396.92526
1797,1674.0,394.09216
1798,1675.0,386.79572
1799,1676.0,388.98526
1800,1677.0,394.86847
1801,1679.0,401.17337
1802,1680.0,416.54703
1803,1681.0,411.77518
1804,1682.0,439.33148
1805,1683.0,449.8924
1806,1684.0,468.6976
1807,1685.0,491.72592
1808,1686.0,511.68643
1809,1687.0,536.3313
1810,1688.0,578.49274
1811,1689.0,609.4184
1812,1690.0,655.5616
1813,1691.0,722.5884
1814,1693.0,761.8818
1815,1694.0,807.2076
1816,1695.0,811.5722
1817,1696.0,788.35004
1818,1697.0,787.1504
1819,1698.0,767.48114
1820,1699.0,739.8032
1821,1700.0,764.1751
1822,1701.0,758.51276
1823,1702.0,784.0072
1824,1703.0,818.9771
1825,1704.0,869.77277
1826,1706.0,959.7877
1827,1707.0,1060.6671
1828,1708.0,1171.6027
1829,1709.0,1357.4238
1830,1710.0,1580.1918
1831,1711.0,1889.3252
1832,1712.0,2317.7163
1833,1713.0,2840.2092
1834,1714.0,3329.1348
1835,1715.0,3691.4866
1836,1717.0,4103.491
1837,1718.0,4566.522
1838,1719.0,4785.367
1839,1720.0,5871.9043
1840,1721.0,10398.994
1841,1722.0,20973.412
1842,1723.0,17897.129
1843,1724.0,11686.308
1844,1725.0,10641.333
1845,1727.0,6898.9355
1846,1728.0,5469.973
1847,1729.0,6199.8584
1848,1730.0,6533.107
1849,1731.0,6712.9985
1850,1732.0,7960.8843
1851,1733.0,10483.333
1852,1734.0,11320.115
1853,1735.0,18097.959
1854,1737.0,18333.623
1855,1738.0,25550.906
1856,1739.0,832021.56
1857,1740.0,-22662.06
1858,1741.0,-10463.326
1859,1742.0,-6551.0645
1860,1743.0,-5102.942
1861,1744.0,-5016.1313
1862,1746.0,-4954.245
1863,1747.0,-4706.6157
1864,1748.0,-4122.2744
1865,1749.0,-4235.2573
1866,1750.0,-4917.701
1867,1751.0,-5317.797
1868,1752.0,-5181.1987
1869,1754.0,-6426.16
1870,1755.0,-6456.8613
1871,1756.0,-6569.413
1872,1757.0,-9050.338
1873,1758.0,-14133.61
1874,1759.0,-16174.175
1875,1760.0,-12070.77
1876,1761.0,-8959.654
1877,1763.0,-7545.9688
1878,1764.0,-7070.421
1879,1765.0,-4989.0103
1880,1766.0,-4153.4
1881,1767.0,-3463.0833
1882,1768.0,-2861.7917
1883,1769.0,-2425.991
1884,1771.0,-2147.5957
1885,1772.0,-1965.2153
1886,1773.0,-1766.3668
1887,1774.0,-1678.1243
1888,1775.0,-1528.8363
1889,1776.0,-1322.6616
1890,1777.0,-1110.6569
1891,1779.0,-960.1158
1892,1780.0,-882.0563
1893,1781.0,-849.37085
1894,1782.0,-815.87634
1895,1783.0,-806.3082
1896,1784.0,-799.3425
1897,1786.0,-838.3293
1898,1787.0,-865.5715
1899,1788.0,-907.509
1900,1789.0,-961.03314
1901,1790.0,-953.6218
1902,1791.0,-930.3829
1903,1792.0,-908.9914
1904,1794.0,-939.45374
1905,1795.0,-952.7223
1906,1796.0,-955.16016
1907,1797.0,-976.2952
1908,1798.0,-1029.3466
1909,1799.0,-1098.3033
1910,1801.0,-1158.6433
1911,1802.0,-1206.796
1912,1803.0,-1315.3789
1913,1804.0,-1424.0172
1914,1805.0,-1547.9305
1915,1806.0,-1722.0312
1916,1808.0,-1879.6384
1917,1809.0,-1914.4579
1918,1810.0,-1918.292
1919,1811.0,-2075.6758
1920,1812.0,-2331.2773
1921,1813.0,-2393.7625
1922,1815.0,-2379.312
1923,1816.0,-2310.1458
1924,1817.0,-2306.4155
1925,1818.0,-2288.1863
1926,1819.0,-2066.984
1927,1820.0,-1884.6233
1928,1822.0,-1853.7363
1929,1823.0,-1775.0623
1930,1824.0,-1707.7048
1931,1825.0,-1730.3435
1932,1826.0,-1762.7833
1933,1827.0,-1722.112
1934,1829.0,-1690.3306
1935,1830.0,-1857.9282
1936,1831.0,-2022.2904
1937,1832.0,-2108.8398
1938,1833.0,-1923.4093
1939,1835.0,-1701.3096
1940,1836.0,-1500.2228
1941,1837.0,-1291.2883
1942,1838.0,-1101.9564
1943,1839.0,-998.5932
1944,1840.0,-975.3214
1945,1842.0,-979.8291
1946,1843.0,-991.2011
1947,1844.0,-1027.2035
1948,1845.0,-1022.0341
1949,1846.0,-967.23303
1950,1848.0,-912.0366
1951,1849.0,-883.5034
1952,1850.0,-877.2583
1953,1851.0,-864.6701
1954,1852.0,-877.0162
1955,1854.0,-972.20197
1956,1855.0,-1100.8982
1957,1856.0,-1193.9651
1958,1857.0,-1203.7988
1959,1858.0,-1129.7577
1960,1859.0,-1016.7049
1961,1861.0,-946.64233
1962,1862.0,-980.09924
1963,1863.0,-1013.0454
1964,1864.0,-1019.42975
1965,1865.0,-1017.0733
1966,1867.0,-1032.6895
1967,1868.0,-1075.1979
1968,1869.0,-1128.9305
1969,1870.0,-1187.4613
1970,1871.0,-1161.6954
1971,1873.0,-1086.5594
1972,1874.0,-1013.3498
1973,1875.0,-974.93097
1974,1876.0,-952.4839
1975,1877.0,-937.241
1976,1879.0,-967.5664
1977,1880.0,-1039.6644
1978,1881.0,-1073.3855
1979,1882.0,-1082.6116
1980,1883.0,-1065.3154
1981,1885.0,-978.5765
1982,1886.0,-869.2419
1983,1887.0,-792.17456
1984,1888.0,-748.6262
1985,1889.0,-685.7907
1986,1891.0,-622.6524
1987,1892.0,-568.65125
1988,1893.0,-519.0736
1989,1894.0,-488.25192
1990,1895.0,-467.59344
1991,1896.0,-455.09177
1992,1898.0,-452.57104
1993,1899.0,-447.71274
1994,1900.0,-444.46994
1995,1901.0,-467.5658
1996,1902.0,-468.03952
1997,1903.0,-480.5717
1998,1904.0,-507.1301
1999,1905.0,-527.634
2000,1907.0,-516.9305
2001,1908.0,-470.63132
2002,1909.0,-412.29037
2003,1910.0,-345.5456
2004,1911.0,-295.71564
2005,1912.0,-261.42096
2006,1913.0,-241.20853
2007,1914.0,-232.72694
2008,1915.0,-235.16292
2009,1916.0,-247.68529
2010,1917.0,-268.45328
2011,1918.0,-297.19888
2012,1919.0,-339.60803
2013,1921.0,-392.61453
2014,1922.0,-429.49207
2015,1923.0,-417.24747
2016,1924.0,-366.9621
2017,1925.0,-314.23746
2018,1926.0,-269.53308
2019,1927.0,-239.03348
2020,1928.0,-213.17313
2021,1929.0,-198.10663
2022,1930.0,-191.00078
2023,1931.0,-189.32158
2024,1932.0,-195.71346
2025,1933.0,-214.33252
2026,1934.0,-239.15675
2027,1935.0,-267.99667
2028,1936.0,-298.8457
2029,1937.0,-291.01517
2030,1938.0,-258.18436
2031,1939.0,-226.31104
2032,1940.0,-199.543
2033,1941.0,-176.62209
2034,1942.0,-161.99263
2035,1943.0,-160.02638
2036,1943.0,-159.40358
2037,1944.0,-169.68785
2038,1945.0,-183.79741
2039,1946.0,-193.6691
2040,1947.0,-202.99265
2041,1948.0,-212.70404
2042,1949.0,-205.24918
2043,1950.0,-183.27463
2044,1951.0,-166.94986
2045,1952.0,-152.10999
2046,1953.0,-138.59908
2047,1954.0,-130.5209
2048,1955.0,-124.40207
2049,1955.0,-119.44153
2050,1956.0,-119.94208
2051,1957.0,-127.07985
2052,1958.0,-126.05137
2053,1959.0,-129.74278
2054,1960.0,-125.22217
2055,1961.0,-118.63143
2056,1962.0,-118.07834
2057,1963.0,-122.14583
2058,1964.0,-122.74854
2059,1964.0,-117.28238
2060,1965.0,-116.72978
2061,1966.0,-113.14177
2062,1967.0,-110.845634
2063,1968.0,-113.980995
2064,1969.0,-117.0953
2065,1970.0,-116.17795
2066,1971.0,-118.94219
2067,1971.0,-140.51488
2068,1972.0,-150.30928
2069,1973.0,-143.53375
2070,1974.0,-148.11319
2071,1975.0,-136.10449
2072,1976.0,-125.3023
2073,1977.0,-121.61847
2074,1977.0,-118.55023
2075,1978.0,-113.869
2076,1979.0,-128.53232
2077,1980.0,-103.82026
2078,1981.0,-106.07928
2079,1982.0,-91.12236
2080,1982.0,-87.32346
2081,1983.0,-90.29414
2082,1984.0,-92.07693
2083,1985.0,-93.93948
2084,1986.0,-97.17998
2085,1987.0,-99.67336
2086,1987.0,-101.283295
2087,1988.0,-102.237404
2088,1989.0,-102.49459
2089,1990.0,-103.26549
2090,1991.0,-105.70139
2091,1992.0,-107.98141
2092,1992.0,-105.40179
2093,1993.0,-102.54633
2094,1994.0,-104.5909
2095,1995.0,-105.7417
2096,1996.0,-109.484085
2097,1996.0,-108.822945
2098,1997.0,-106.57197
2099,1998.0,-106.80702
2100,1999.0,-103.84978
2101,2000.0,-98.22153
2102,2000.0,-95.6528
2103,2001.0,-92.312
2104,2002.0,-90.52024
2105,2003.0,-88.811676
2106,2004.0,-86.14338
2107,2004.0,-83.36955
2108,2005.0,-82.49008
2109,2006.0,-82.570244
2110,2007.0,-81.838974
2111,2008.0,-82.068245
2112,2008.0,-81.96405
2113,2009.0,-83.35768
2114,2010.0,-86.22535
2115,2011.0,-89.96172
2116,2012.0,-93.98887
2117,2012.0,-97.821266
2118,2013.0,-101.110374
2119,2014.0,-104.11738
2120,2015.0,-106.6352
2121,2015.0,-108.33527
2122,2016.0,-109.965546
2123,2017.0,-111.82748
2124,2018.0,-113.351166
2125,2019.0,-114.48211
2126,2019.0,-114.23165
2127,2020.0,-110.02395
2128,2021.0,-104.668045
2129,2022.0,-99.976845
2130,2022.0,-96.43363
2131,2023.0,-93.35848
2132,2024.0,-89.585686
2133,2025.0,-85.12437
2134,2026.0,-82.58334
2135,2026.0,-83.2461
2136,2027.0,-84.56616
2137,2028.0,-84.58435
2138,2029.0,-83.798386
2139,2029.0,-83.47512
2140,2030.0,-83.82195
2141,2031.0,-83.92811
2142,2032.0,-82.04544
2143,2032.0,-81.850624
2144,2033.0,-82.05505
2145,2034.0,-82.62046
2146,2035.0,-84.022606
2147,2035.0,-87.02794
2148,2036.0,-89.85272
2149,2037.0,-90.82657
2150,2038.0,-91.83022
2151,2038.0,-93.92128
2152,2039.0,-91.36975
2153,2040.0,-89.36128
2154,2041.0,-89.8147
2155,2041.0,-88.96206
2156,2042.0,-86.33572
2157,2043.0,-84.528175
2158,2044.0,-85.22934
2159,2044.0,-84.78963
2160,2045.0,-81.695564
2161,2046.0,-84.803825
2162,2047.0,-85.063576
2163,2047.0,-85.618324
2164,2048.0,-87.52269
2165,2049.0,-88.71088
2166,2049.0,-88.64009
2167,2050.0,-90.23739
2168,2051.0,-89.787895
2169,2052.0,-89.53145
2170,2052.0,-86.003136
2171,2053.0,-87.22222
2172,2054.0,-87.49783
2173,2055.0,-86.73083
2174,2055.0,-90.686066
2175,2056.0,-87.71503
2176,2057.0,-98.51561
2177,2058.0,-103.96535
2178,2058.0,-105.09772
2179,2059.0,-113.37724
2180,2060.0,-118.137886
2181,2061.0,-116.4562
2182,2061.0,-120.59166
2183,2062.0,-129.84619
2184,2063.0,-117.83816
2185,2063.0,-115.531136
2186,2064.0,-120.06875
2187,2065.0,-119.3012
2188,2066.0,-113.39993
2189,2066.0,-111.15344
2190,2067.0,-115.71124
2191,2068.0,-120.34369
2192,2069.0,-119.754906
2193,2069.0,-117.170334
2194,2070.0,-113.97083
2195,2071.0,-113.574425
2196,2072.0,-113.13022
2197,2072.0,-112.0174
2198,2073.0,-110.36757
2199,2074.0,-106.97956
2200,2075.0,-100.27433
2201,2075.0,-102.96573
2202,2076.0,-99.714325
2203,2077.0,-94.91119
2204,2078.0,-92.21811
2205,2078.0,-91.90168
2206,2079.0,-90.90808
2207,2080.0,-88.61867
2208,2080.0,-91.69773
2209,2081.0,-89.066185
2210,2082.0,-90.57219
2211,2083.0,-92.18872
2212,2083.0,-91.31561
2213,2084.0,-92.318184
2214,2085.0,-94.02267
2215,2086.0,-93.138626
2216,2086.0,-93.27077
2217,2087.0,-92.147606
2218,2088.0,-90.35151
2219,2089.0,-91.97765
2220,2089.0,-93.11524
2221,2090.0,-92.41213
2222,2091.0,-92.0528
